obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[-0.009446352353000622, -0.004935329461582648, 0.03496019214827505]","[0.032774648124258045, 0.07192148271055059, -0.03236183132359779]","[-1.59110251, -0.11684075, -1.62819109]",Cone2M,normal,TRUE,TRUE,easy
"[0.011358785282838344, 0.019703000967548005, 0.03496019214827505]","[-0.010879531913234477, 0.049264188724721145, -0.03559895755730492]","[-1.61162986, -0.04345777, -1.39386412]",Cone2M,normal,TRUE,TRUE,easy
"[0.018426261880156652, -0.0002778639002734875, 0.03496019214827505]","[-0.0032598877255020364, 0.06977766272139793, -0.03788907969085531]","[-1.61032525, -0.06882601, -1.64545788]",Cone2M,normal,TRUE,TRUE,easy
"[0.03638286466698569, 0.0096389443016167, 0.03496019214827505]","[-0.008721025242343205, 0.059815948288524316, -0.048576449722941145]","[-1.66777269, -0.12284671, -1.71673201]",Cone2M,normal,TRUE,TRUE,easy
"[-0.006948890756818526, 0.007005147169109889, 0.03496019214827505]","[0.012076847077906582, 0.056051815643057216, -0.05641836914589472]","[-1.71856136, -0.0513467, -1.50983224]",Cone2M,normal,TRUE,TRUE,easy
"[0.030474363936602158, -0.005799972917770948, 0.03496019214827505]","[-0.0150730906531226, 0.07721426524802574, -0.03317407905940144]","[-1.57941713, -0.07037436, -1.64069143]",Cone2M,normal,TRUE,TRUE,easy
"[-0.005774337594068995, 0.015241971801299305, 0.03496019214827505]","[0.01782228842892699, 0.05304139662495199, -0.03471313518490207]","[-1.60987267, -0.04318613, -1.71021845]",Cone2M,normal,TRUE,TRUE,easy
"[0.0022041073054309807, 0.022633380941456317, 0.03496019214827505]","[0.017124328309298387, 0.04418182821860909, -0.04037838545686623]","[-1.65566211, -0.04075092, -1.8787288]",Cone2M,normal,TRUE,TRUE,easy
"[-0.022775064752414188, 0.0051628150946633495, 0.03496019214827505]","[0.05043281854432857, 0.05295018846204355, -0.05401012493976269]","[-1.72567725, -0.14594078, -1.63311709]",Cone2M,normal,TRUE,TRUE,easy
"[0.04057157722284332, 0.010722800291270745, 0.03496019214827505]","[-0.013312078117064571, 0.05872365508810489, -0.050818519375749945]","[-1.67733569, -0.1187102, -1.72035033]",Cone2M,normal,TRUE,TRUE,easy
"[-0.004975114127749663, -0.0009494346203049991, 0.03496019214827505]","[0.011050335146895011, 0.06475241058613776, -0.05507736957696257]","[-1.71355454, -0.00473216, -1.66532907]",Cone2M,normal,TRUE,TRUE,easy
"[0.019286810834770542, -0.007526382224707489, 0.03496019214827505]","[-0.0031783975026610616, 0.0772279612196376, -0.0374205201910154]","[-1.60290257, -0.05467489, -1.72995174]",Cone2M,normal,TRUE,TRUE,easy
"[0.0268233379749867, 0.0011229719636357948, 0.03496019214827505]","[-0.020991334613792885, 0.06069137803738239, -0.06377210876334348]","[-1.76816897, -0.05719525, -1.51024712]",Cone2M,normal,TRUE,TRUE,easy
"[0.017734766165949083, -0.00018404716102877683, 0.03496019214827505]","[-0.03003877024078437, 0.06781202895149788, -0.03446664078368701]","[-1.59456382, 0.06726382, -1.5625448]",Cone2M,normal,TRUE,TRUE,easy
"[-0.02278617228606056, 0.0013303055619623208, 0.03496019214827505]","[0.03538294180598603, 0.06583107227677701, -0.0346429316200975]","[-1.58875729, -0.07652177, -1.54293518]",Cone2M,normal,TRUE,TRUE,easy
"[0.0451015840475021, 0.00941734889008371, 0.03496019214827505]","[-0.030484019363952876, 0.06525575221867133, -0.020379438731649914]","[-1.49300918, -0.07279139, -1.67518782]",Cone2M,normal,TRUE,TRUE,easy
"[0.028998635597448207, -0.0007669136874458634, 0.03496019214827505]","[0.006610903796977537, 0.06775299878116216, -0.05295608773256656]","[-1.69817437, -0.1904425, -1.60616013]",Cone2M,normal,TRUE,TRUE,easy
"[0.01720526234964252, -0.00739786478334508, 0.03496019214827505]","[0.0144984273283441, 0.07606361545667843, -0.03886758660015909]","[-1.62348107, -0.14603936, -1.68494376]",Cone2M,normal,TRUE,TRUE,easy
"[0.04700269373568998, 0.013363056156455822, 0.03496019214827505]","[-0.022793154101561578, 0.058938764647420226, -0.04294033185111081]","[-1.62642617, -0.11308541, -1.69956332]",Cone2M,normal,TRUE,TRUE,easy
"[-0.012947020642827227, -0.0022884919663481544, 0.03496019214827505]","[0.024462121189346042, 0.07277156727342551, -0.01787345440239614]","[-1.49803569, -0.06571813, -1.53983142]",Cone2M,normal,TRUE,TRUE,easy
"[0.05825667568814259, 0.006603727999929809, 0.03496019214827505]","[-0.03279187049603725, 0.06357724801857176, -0.05641206881045963]","[-1.69895015, -0.11290249, -1.68389598]",Cone2M,normal,TRUE,TRUE,easy
"[-0.023020847026210215, 0.010953146421974903, 0.03496019214827505]","[0.027568166640006546, 0.057406304420476686, -0.03533419636657764]","[-1.61209868, -0.01003715, -1.6495648]",Cone2M,normal,TRUE,TRUE,easy
"[0.06080142626336864, 0.004109743730558786, 0.03496019214827505]","[-0.03460059795885013, 0.06401513945583534, -0.06389293739761606]","[-1.74449449, -0.11905196, -1.66437641]",Cone2M,normal,TRUE,TRUE,easy
"[-0.012319015918222336, 0.015074559788920264, 0.03496019214827505]","[0.03817684105855308, 0.04907117158353091, -0.038956797377282214]","[-1.62930082, -0.15333127, -1.59935664]",Cone2M,normal,TRUE,TRUE,easy
"[0.050537820537870495, 0.011326127326051556, 0.03496019214827505]","[-0.018989380464953895, 0.058243651737081216, -0.05714022759251367]","[-1.72060062, -0.16093995, -1.65786186]",Cone2M,normal,TRUE,TRUE,easy
"[0.031407017302136866, -0.002359628109398309, 0.03496019214827505]","[-0.016919046164443768, 0.076214104265771, -0.014355133278611697]","[-1.47440074, -0.07144058, -1.66241248]",Cone2M,normal,TRUE,TRUE,easy
"[0.016360643235553068, 0.014522857717648056, 0.03496019214827505]","[0.0330585321938556, 0.050982779536631447, -0.039605748432681415]","[-1.64252518, -0.28223184, -1.6541582]",Cone2M,normal,TRUE,TRUE,easy
"[0.030479357744810906, 0.009464378421394637, 0.03496019214827505]","[-0.014963599814232708, 0.06019650002434735, -0.041799682269716046]","[-1.6113256, -0.0379364, -1.79925824]",Cone2M,normal,TRUE,TRUE,easy
"[-0.0198085604194911, 0.011559097197004695, 0.03496019214827505]","[0.028937718204624673, 0.05855815660297793, -0.02102510434567153]","[-1.51744971, -0.05224737, -1.58433743]",Cone2M,normal,TRUE,TRUE,easy
"[0.037596169701260576, -0.0012488150027676875, 0.03496019214827505]","[0.00997085241137334, 0.07123340902446273, -0.04739430739789124]","[-1.67086356, -0.21945788, -1.73882777]",Cone2M,normal,TRUE,TRUE,easy
"[0.035297196857878785, 0.011903137695257183, 0.03496019214827505]","[-0.012677123507775119, 0.05968534336639937, -0.03840838334230164]","[-1.61574057, -0.12675418, -1.60434767]",Cone2M,normal,TRUE,TRUE,easy
"[-0.013098198750089734, -0.0071310970718453486, 0.03496019214827505]","[0.007475065235367662, 0.07612786756312022, -0.03763950743556237]","[-1.60705213, 0.01982525, -1.51909403]",Cone2M,normal,TRUE,TRUE,easy
"[0.020770070109873483, -0.009781202479110995, 0.03496019214827505]","[-0.012312993046950015, 0.07852804308634788, -0.04099328848841281]","[-1.61419901, -0.01257669, -1.72337816]",Cone2M,normal,TRUE,TRUE,easy
"[0.05317856518362968, -0.0008919317572978896, 0.03496019214827505]","[-0.024029942374030864, 0.06922291486937458, -0.06146658707909581]","[-1.74473435, -0.16260853, -1.57823777]",Cone2M,normal,TRUE,TRUE,easy
"[0.01201012793644998, 0.010143726723741621, 0.03496019214827505]","[0.03256471405209574, 0.04732161321406503, -0.06412041843927835]","[-1.78126655, -0.26487001, -1.60691109]",Cone2M,normal,TRUE,TRUE,easy
"[0.024939061710465848, -0.007652910097629521, 0.03496019214827505]","[-0.017005860648104415, 0.07698815571575496, -0.03883791568551544]","[-1.61616382, -0.04352084, -1.56600742]",Cone2M,normal,TRUE,TRUE,easy
"[0.035060406920975964, 0.004462620250449785, 0.03496019214827505]","[0.0018963268750878046, 0.0643226761858959, -0.05076607367743]","[-1.68746525, -0.1812087, -1.68112653]",Cone2M,normal,TRUE,TRUE,easy
"[0.007498692377357269, 0.03183448740749901, 0.03496019214827505]","[0.015022969408847332, 0.03546822396238916, -0.03935908559135698]","[-1.64777409, -0.09056803, -1.80014991]",Cone2M,normal,TRUE,TRUE,easy
