obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[-0.03612794629862066, 0.004933647748455448, 0.054980000121842634]","[0.048144575089499826, 0.06245440084236487, -0.0019005555585544964]","[-1.54886352, -0.06671516, -1.66829453]",CylinderM,normal,False,True,med
"[0.04036285902617051, -0.009254586846014948, 0.05498000006092132]","[-0.019450048261353485, 0.07896907007575768, -0.03830693941164086]","[-1.70752502, -0.09112758, -1.67316782]",CylinderM,normal,False,True,med
"[-0.02139016120127612, 0.003770547851568706, 0.054980000121842634]","[0.05338765616769771, 0.059174627138934205, -0.01235471163305257]","[-1.61732533, -0.17449442, -1.68979749]",CylinderM,normal,False,True,med
"[0.044597698049061746, -0.008489482946366023, 0.054980000121842634]","[-0.03828791144365035, 0.07383046279075155, -0.048643735851040246]","[-1.7783179, -0.03718575, -1.56059146]",CylinderM,normal,False,True,med
"[0.04832295755790439, -0.00851714599947946, 0.054980000121842634]","[-0.01995649301404441, 0.0820225941934672, -0.026673220019043112]","[-1.64362455, -0.13339613, -1.69004637]",CylinderM,normal,False,True,med
"[-0.011993312048515222, -0.0022185075188924826, 0.054980000121842634]","[0.05010651879749828, 0.0657999117631813, -0.006303031954555713]","[-1.56629577, -0.20918147, -1.63691479]",CylinderM,normal,False,True,med
"[-0.04902085144780247, -0.001580701847737227, 0.054980000121842634]","[0.042121871983870046, 0.0716474805033145, -0.026704162316342872]","[-1.70644465, 0.07423031, -1.78028318]",CylinderM,normal,False,True,med
"[-0.04818834136539866, 0.009401480846643452, 0.054980000121842634]","[0.04912962503286661, 0.0602235735298636, -0.012031722120302672]","[-1.61632145, 0.00578698, -1.69812499]",CylinderM,normal,False,True,med
"[-0.030109836394132276, 0.006522174382324491, 0.054992063704372186]","[0.05283118086038738, 0.057725927334643906, -0.01365148326309927]","[-1.61631442, -0.12492724, -1.65974939]",CylinderM,normal,False,True,med
"[-0.04275982654536683, 0.005751484220306424, 0.05490739942428523]","[0.05866954634829149, 0.05968498636005573, -0.008119878061328776]","[-1.5667824, -0.09095411, -1.59937613]",CylinderM,normal,False,True,med
"[-0.034877167008116376, 0.00031675712348517855, 0.054980000121842634]","[0.04601379722794356, 0.06439504269846956, -0.03286579518980356]","[-1.71904594, -0.04572105, -1.66027809]",CylinderM,normal,False,True,med
