obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,position-dependent_success,difficulty
"[-0.010263964577468424, 0.01224596457736166, 0.0479533343465668]","[-0.016766692589412335, 0.05789942048276423, -0.008933875587564566]",[-1.53164191  0.1534582  -1.45144759],CubeS,normal,True,True,easy
"[-0.02995372402120501, 0.02325529027736817, 0.047874971542991564]","[0.026260156769455777, 0.04836255623930715, -0.002227370419453263]",[-1.46175469  0.02278904 -1.49995726],CubeS,normal,True,True,easy
"[-0.05406596457746832, 0.009263964577361733, 0.04795333434656684]","[0.041809097357094, 0.06497771131950845, -0.003620549616691185]",[-1.44072455  0.07142655 -1.36867882],CubeS,normal,True,True,easy
"[-0.031010765386271698, 0.026620507160465046, 0.04790658028472157]","[0.010729388123232264, 0.04706423540638677, -0.002943180864029494]",[-1.46380895  0.1278231  -1.3944298 ],CubeS,normal,True,True,easy
"[-0.005648964577468428, 0.02886996457736166, 0.04795333434656681]","[-0.0001947457797012546, 0.042231321679858935, 0.0014735412287042093]",[-1.44615676  0.0382259  -1.58830242],CubeS,normal,True,True,easy
"[0.00011303542253157068, 0.011704964577361662, 0.04795333434656681]","[-0.0223759974707962, 0.056355978562474526, -0.021274891328628635]",[-1.59975838  0.12691505 -1.52332057],CubeS,normal,True,True,easy
"[0.0021370354225314836, 0.01861396457736175, 0.0479533343465671]","[-0.0031199729258314947, 0.05230098517321376, -0.001749706547737242]",[-1.4789876   0.0021163  -1.27735934],CubeS,normal,True,True,easy
"[-0.07659496457746849, 0.0011589645773617395, 0.04795333434656707]","[0.061294866485666996, 0.07495325179430086, -0.013803067967154234]",[-1.50103971  0.07654254 -1.42799029],CubeS,normal,False,False,hard
"[-0.0040859645774685704, 0.003931964577361799, 0.04795333434656724]","[-0.02944981654019389, 0.0642446703055428, -0.00961964252973965]",[-1.56178333  0.17475211 -1.34912619],CubeS,normal,True,True,easy
"[-0.005879936893280945, 0.01891006480615066, 0.04791381291127888]","[-0.02696180813585808, 0.04867976022165796, 0.019598525852002745]",[-1.3480697   0.20938292 -1.53166907],CubeS,normal,True,True,easy
"[-0.048293964577468436, 0.005849964577361741, 0.04795333434656707]","[0.03705927432807543, 0.06771147808751381, -0.0031888457106244487]",[-1.48220357  0.06320124 -1.53794737],CubeS,normal,True,True,easy
"[0.02822903542253143, 0.028249964577361793, 0.04795333434656725]","[-0.026497362621741072, 0.04302628356597098, -0.003191260904430091]",[-1.49824004 -0.01517378 -1.44849548],CubeS,normal,True,True,easy
"[-0.008224964577468423, 0.010818964577361662, 0.04795333434656681]","[-0.010103864771071896, 0.05991638395427951, -0.004537985454918342]",[-1.50020008  0.10497017 -1.47645757],CubeS,normal,True,True,easy
"[0.03004694746529793, 0.02392842604159578, 0.0478356748084557]","[-0.010834657140574654, 0.04910196031640351, 0.011782919731292231]",[-1.39757441 -0.10903334 -1.38655251],CubeS,normal,True,True,easy
"[-0.03642396457746848, 0.0057379645773617885, 0.04795333434656721]","[0.015584565330846359, 0.06818100714778914, 0.002645438121040113]",[-1.45409763  0.11815896 -1.55044567],CubeS,normal,True,True,easy
"[-0.04863396457746848, 0.002194964577361785, 0.047953334346567206]","[0.04447681194337078, 0.06959618504431558, -0.007162596699015082]",[-1.49276003  0.02078429 -1.48961759],CubeS,normal,True,True,easy
"[-0.05038196457746835, 0.0017489645773616496, 0.047953334346566776]","[0.007564259206057966, 0.07566322203718638, -0.00938669759737825]",[-1.52254405  0.23034881 -1.50006929],CubeS,normal,True,True,easy
"[-0.019945964577468518, 0.03175896457736175, 0.047953334346567095]","[0.007918892472465345, 0.04016779673023129, -0.00803468703321101]",[-1.50533514  0.07824478 -1.53086972],CubeS,normal,True,True,easy
"[-0.016727964577468432, 0.03452696457736167, 0.04795333434656681]","[0.0032804087473573117, 0.03737756995788941, -0.003963050360716377]",[-1.47352156  0.08657484 -1.37162141],CubeS,normal,True,True,easy
"[-0.017077477969545257, 0.025365403877753417, 0.04790083695406937]","[0.006826727867907726, 0.04640422794675673, -0.0009124395843980015]",[-1.45869857  0.06529607 -1.45120089],CubeS,normal,True,True,easy
"[-0.031419964577468436, 0.02082996457736174, 0.04795333434656706]","[0.019966695079505617, 0.05066212171772649, 0.020389071231334883]",[-1.32485842  0.08164002 -1.49563458],CubeS,normal,True,True,easy
"[0.030515035422531554, 0.014382964577361742, 0.04795333434656706]","[-0.03491130825595774, 0.052465826556709255, 0.03241314098552003]",[-1.28928432  0.04341223 -1.48360513],CubeS,normal,True,False,med
"[-0.005984964577468569, 0.006469964577361797, 0.04795333434656725]","[-0.014620972790159777, 0.06300294676840729, 0.017580861791030914]",[-1.38655984  0.13561454 -1.38848105],CubeS,normal,True,True,easy
"[0.0009126896499726088, 0.03292669173659219, 0.047895931431168624]","[-0.0037349355283114796, 0.03437373186286198, 0.032864254547953574]",[-1.23872279  0.06559607 -1.36414703],CubeS,normal,True,True,easy
"[-0.02240396457746857, 0.009893964577361795, 0.04795333434656725]","[0.015691182412178234, 0.0613648163448864, -0.011413744872305726]",[-1.51187505  0.02610548 -1.33316763],CubeS,normal,True,True,easy
"[-0.0019179645774685663, 0.011266964577361796, 0.04795333434656724]","[0.006654907057074518, 0.05939277294672679, 0.0063798635534567764]",[-1.4227187  -0.01914391 -1.35854208],CubeS,normal,True,True,easy
"[0.026011131359567445, 0.025989185295286422, 0.047916843277886915]","[-0.012202082173655888, 0.04649257989612248, -0.007921641096851128]",[-1.52550618 -0.10233387 -1.34103409],CubeS,normal,True,True,easy
"[0.01606203542253151, 0.0038719645773619056, 0.047953334346567206]","[-0.02376882002299775, 0.06570733013100474, -0.01205973959602067]",[-1.55265678  0.03670219 -1.47628106],CubeS,normal,True,True,easy
"[0.03735603542253152, 0.012315964577361784, 0.047953334346567206]","[-0.04088420355182953, 0.057655264853564495, -0.0061635482756606415]",[-1.53061112  0.01537733 -1.4587567 ],CubeS,normal,True,True,easy
"[0.01981503542253159, 0.013680964577361825, 0.04795333434656713]","[-0.020738517843288607, 0.05426674305158959, 0.030747265244607747]",[-1.29661921  0.02570606 -1.45879333],CubeS,normal,True,True,easy
"[0.01917703542253164, 0.0063599645773616525, 0.047953334346566776]","[-0.03329812426374354, 0.062227725735848116, -0.00720084300402224]",[-1.52696224  0.07757061 -1.49134297],CubeS,normal,True,True,easy
"[-0.03771696457746848, 0.013421964577361787, 0.0479533343465672]","[0.014282742956274526, 0.05935675091533149, 0.024279448463129058]",[-1.30630981  0.17141212 -1.36277126],CubeS,normal,True,True,easy
"[-0.03544096457746835, 0.03632596457736165, 0.04795333434656677]","[0.010536310535404353, 0.03801147505871024, -0.013574460522463496]",[-1.53547242  0.16053049 -1.46296793],CubeS,normal,True,True,easy
"[-0.020558964577468572, 0.023234964577361794, 0.04795333434656725]","[0.012086310217099067, 0.04844089535562859, 0.007262043942588595]",[-1.41072368  0.05561055 -1.52879384],CubeS,normal,True,True,easy
"[-0.03046496457746857, 0.010939964577361792, 0.047953334346567233]","[0.0034543009373406916, 0.06263216229272874, -1.155006540982332e-05]",[-1.46603703  0.15744968 -1.47258405],CubeS,normal,True,True,easy
"[-0.07804796457746849, 0.0008369645773617906, 0.04795333434656721]","[0.038368475566114155, 0.08203218359093246, -0.012114649272383586]",[-1.50623563  0.20490109 -1.41090552],CubeS,normal,False,False,hard
"[-0.05958096457746836, 0.005829964577361651, 0.04795333434656677]","[0.03828574187384104, 0.0708328979162486, -0.004810792232943267]",[-1.47492996  0.1178852  -1.46381068],CubeS,normal,True,True,easy
"[0.03963803542253152, 0.021840964577361788, 0.04795333434656719]","[-0.04022049268415591, 0.04814973768139302, 0.016149703401307267]",[-1.38257708  0.01184171 -1.48043976],CubeS,normal,True,True,easy
"[0.021533232691712784, 0.02776729795021374, 0.04791767930790877]","[-0.022930508900406932, 0.04289144847457968, -0.0065195065172816945]",[-1.50969673  0.00567595 -1.49870961],CubeS,normal,True,True,easy
"[0.01691903542253143, 0.015086964577361795, 0.04795333434656723]","[-0.03444167998909789, 0.051577206398181565, 0.022215449724186962]",[-1.38931484  0.1348663  -1.31053988],CubeS,normal,True,False,med
