obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,position-dependent_success,difficulty
"[-0.02137896457746843, 0.01996796457736166, 0.04795333434656681]","[0.00453176055369077, 0.05219238344697786, -0.006692722048047075]",[-1.49987165  0.09917561 -1.44328407],CubeS,normal,True,True,easy
"[0.00039470921641943427, 0.013333158303592402, 0.04790153709900248]","[0.008761976549162815, 0.05721535024873654, 0.006814875528047661]",[-1.41542138 -0.04499638 -1.35905502],CubeS,normal,True,True,easy
"[-0.020883081276317175, 0.03860332088072021, 0.04791906302740923]","[0.0020166259038809746, 0.033146740156642894, -0.015480668896526675]",[-1.55379506  0.11800225 -1.43732119],CubeS,normal,True,True,easy
"[-0.04719696457746842, 0.010331964577361824, 0.04795333434656713]","[0.02250949833415034, 0.06508248673960551, -0.012594728014047075]",[-1.54195596  0.1426425  -1.56866841],CubeS,normal,True,True,easy
"[-0.03269796457746844, 0.018098964577361744, 0.04795333434656707]","[0.018808303087953608, 0.05405654578791511, -0.017809711394174896]",[-1.54996732  0.06709751 -1.38693623],CubeS,normal,True,True,easy
"[-0.02074496457746857, 0.03916996457736179, 0.04795333434656724]","[0.008959363264166022, 0.03235266838978961, -0.01494276370327544]",[-1.55139662  0.0804569  -1.54551327],CubeS,normal,False,True,med
"[-0.07002896457746843, 0.0070239645773618724, 0.04795333434656728]","[0.043492407944685035, 0.07116596711367028, -0.020407196370162847]",[-1.58393361  0.14790574 -1.55499705],CubeS,normal,True,True,easy
"[-0.021178500213456797, 0.010568836936310042, 0.04792139821674686]","[0.023082311016799813, 0.060031812950791796, 0.004164001860504982]",[-1.43881541 -0.01024845 -1.53575024],CubeS,normal,True,True,easy
"[-0.06466296457746838, 0.009265964577361655, 0.047953334346566776]","[0.0430944146638316, 0.06776927538571752, 0.013294816120841794]",[-1.38172177  0.12666272 -1.53206045],CubeS,normal,True,True,easy
"[-0.05663696457746848, 0.005292964577361784, 0.04795333434656721]","[0.04250503633752249, 0.06926792512126048, 0.009540075146616471]",[-1.40678108  0.0821549  -1.52885712],CubeS,normal,True,True,easy
"[-0.056965964577468484, 0.01644696457736179, 0.04795333434656721]","[0.043112706589369554, 0.05849099953265431, -0.007154038415386355]",[-1.51759844  0.08496183 -1.60736345],CubeS,normal,True,True,easy
"[0.028113035422531553, 0.01836696457736174, 0.04795333434656706]","[-0.04203668004530707, 0.04952806254873075, -0.0019188103720107852]",[-1.50147403  0.08384904 -1.46832031],CubeS,normal,True,False,med
"[-0.05670121698189113, 0.0009347531936799236, 0.04794063423295131]","[0.045833372107368583, 0.07287574915383616, -0.006323167458962749]",[-1.46330122  0.0577095  -1.39364139],CubeS,normal,False,False,hard
"[-0.03457796457746844, 0.03779296457736175, 0.04795333434656706]","[0.01003443656014177, 0.03670840789893981, -0.009940615429520551]",[-1.51225772  0.16375741 -1.48987143],CubeS,normal,True,True,easy
"[0.030448035422531727, 0.010883964577361748, 0.047953334346566893]","[-0.04420744696469975, 0.05696196764599866, -0.001051395846112026]",[-1.49111318  0.08066698 -1.50558682],CubeS,normal,True,False,med
"[-0.013971964577468488, 0.028227964577361788, 0.04795333434656721]","[0.0004055349757897432, 0.04331779409978263, -0.005276573383108085]",[-1.49067787  0.08660981 -1.51247549],CubeS,normal,True,True,easy
"[-0.007978694313117318, 0.021912869969585653, 0.047919625681783214]","[0.00034255151597114425, 0.049192596803152536, -0.0042852668561113826]",[-1.48644052  0.04198882 -1.34396576],CubeS,normal,True,True,easy
"[-0.04596196457746844, 0.013602964577361739, 0.04795333434656706]","[0.00246868957119753, 0.06173912998818156, -0.024585331610319873]",[-1.61343005  0.25325909 -1.54803842],CubeS,normal,True,True,easy
"[-0.033757964577468436, 0.00486196457736174, 0.04795333434656703]","[0.006343457581461626, 0.06693462634760834, 0.02777078161813241]",[-1.30988084  0.17475955 -1.4531642 ],CubeS,normal,True,True,easy
"[-0.009267964577468445, 0.01239796457736174, 0.04795333434656706]","[0.0026112083889385917, 0.05873616818138053, -0.001418000654997633]",[-1.47498706  0.03921083 -1.53866443],CubeS,normal,True,True,easy
"[0.03582903542253169, 0.014013964577361735, 0.047953334346566845]","[-0.037240558030365876, 0.05659002461832556, 0.0006118924003912331]",[-1.46379049  0.00848358 -1.56458909],CubeS,normal,True,True,easy
"[0.022546035422531426, 0.019611964577361796, 0.04795333434656725]","[-0.03482463017687445, 0.048456628724359956, 0.014689237855805583]",[-1.37328761  0.07775237 -1.56150386],CubeS,normal,True,False,med
"[0.0017770354225314338, 0.01642896457736179, 0.047953334346567233]","[-0.03652962056310715, 0.050319611555185516, -0.005122167398612049]",[-1.52508662  0.20720417 -1.43686167],CubeS,normal,True,False,med
"[0.0036030354225314327, 0.0014479645773617952, 0.04795333434656725]","[0.006080991016372878, 0.06927594793506456, -0.004620973976181139]",[-1.50227167 -0.05138474 -1.66635094],CubeS,normal,True,True,easy
"[-0.014984625196288215, 0.026583418864524613, 0.04790383313580377]","[0.014037711627334967, 0.044122141897961015, -0.010798622299325157]",[-1.51915947e+00  4.68403920e-04 -1.48489408e+00],CubeS,normal,True,True,easy
"[0.019344035422531554, 0.00888196457736174, 0.04795333434656707]","[-0.04188160203069591, 0.05617062410534817, 0.024356005245844452]",[-1.35770483  0.14902475 -1.45010647],CubeS,normal,True,False,med
"[-0.04435396457746844, 0.009732964577361742, 0.04795333434656707]","[0.02818685321633605, 0.06432357503560618, -0.008905962067179892]",[-1.48961416  0.08685596 -1.38622633],CubeS,normal,True,True,easy
"[-0.01941196457746857, 0.010874964577361795, 0.04795333434656725]","[0.021577941101085074, 0.05975622423178197, -0.0013057221355443239]",[-1.47565789 -0.01275077 -1.57061171],CubeS,normal,True,True,easy
"[0.0020640354225317328, 0.012507964577361747, 0.0479533343465669]","[-0.0364325949499538, 0.05301742593382906, 0.02145257983990751]",[-1.37129602  0.22307405 -1.42911034],CubeS,normal,True,False,med
"[0.017477035422531508, 0.0021469645773619047, 0.04795333434656719]","[-0.048174746668955014, 0.06291256110099562, 0.004687762313271147]",[-1.46473547  0.17532587 -1.50436102],CubeS,normal,True,False,med
"[-0.034535964577468437, 0.004372964577361739, 0.04795333434656706]","[0.007132810741036326, 0.06476607481396239, -0.04180809333270907]",[-1.70683667  0.13882954 -1.49078136],CubeS,normal,True,True,easy
"[-0.008711964577468487, 0.0038729645773617843, 0.0479533343465672]","[-0.015469861180400297, 0.06633139352781481, -0.008303019185034026]",[-1.53057204  0.12952453 -1.43295672],CubeS,normal,True,True,easy
"[-0.008053964577468486, 0.032186964577361796, 0.047953334346567206]","[-0.00404021055943558, 0.038953062052977466, -0.003822032491900643]",[-1.48116518  0.07896423 -1.48728839],CubeS,normal,True,True,easy
"[0.022861035422531505, 0.0027569645773619054, 0.0479533343465672]","[-0.049590760679763195, 0.062303922912428644, 0.009706765322894318]",[-1.43816237  0.15552823 -1.49943396],CubeS,normal,True,False,med
"[0.023555270458511926, 0.0020452088972190588, 0.04792081755029032]","[-0.054286318182106164, 0.061867287296667385, 0.006550685264473671]",[-1.46858308  0.17701845 -1.46478515],CubeS,normal,True,False,med
"[0.003664035422531436, 0.033490964577361795, 0.04795333434656723]","[-0.013466563008652696, 0.03677089208219594, -0.00772435606393607]",[-1.51957276  0.0562871  -1.39819977],CubeS,normal,True,True,easy
"[-0.005184964577468429, 0.009061964577361657, 0.04795333434656681]","[-0.012803550742926226, 0.06052720625200521, 0.017539183860796847]",[-1.36676829  0.10518091 -1.57163332],CubeS,normal,True,True,easy
"[0.0007450354225314334, 0.01907596457736179, 0.04795333434656725]","[-0.009404519610613813, 0.051229330098943204, -0.010869430695744545]",[-1.53200016  0.05126325 -1.53579592],CubeS,normal,True,True,easy
"[-0.04578396457746848, 0.012007964577361783, 0.04795333434656721]","[0.017165096839575743, 0.06400747474789117, -0.006974216991498053]",[-1.50123274  0.16394474 -1.49916152],CubeS,normal,True,True,easy
"[-0.04873226158511884, -0.00016713378713072155, 0.047917675278045906]","[0.04879972367322366, 0.07088215657071226, -0.006394802397220761]",[-1.47414757 -0.0026785  -1.44079983],CubeS,normal,False,False,hard
"[0.016785035422531642, 0.011431964577361765, 0.04795333434656677]","[-0.009563548310619514, 0.060021513942656084, 0.0015904286100906343]",[-1.45508553 -0.04316206 -1.6276878 ],CubeS,normal,True,True,easy
"[-0.07159596457746849, 0.006223964577361788, 0.0479533343465672]","[0.010233432224106324, 0.07825011074812852, -0.009254806407633083]",[-1.51847751  0.33110433 -1.48421159],CubeS,normal,True,True,easy
"[-0.01858296457746857, 0.002030964577361797, 0.04795333434656725]","[-0.008601303570121802, 0.06852995165882059, -0.019384638809329304]",[-1.58366227  0.14764022 -1.52799794],CubeS,normal,True,True,easy
"[0.017952035422531428, 0.02414096457736179, 0.04795333434656725]","[-0.013247454994762606, 0.04724577556505001, 0.004119665546781311]",[-1.43966671 -0.02818202 -1.49334681],CubeS,normal,True,True,easy
"[0.01830903542253164, 0.022200964577361777, 0.047953334346566776]","[-0.02329593354922383, 0.04580161362089513, -0.026894221945181547]",[-1.65726869 -0.00553497 -1.36945565],CubeS,normal,True,True,easy
"[0.07382803542253163, 0.00039996457736177015, 0.047953334346566776]","[-0.06617880225529102, 0.07338870924431962, -0.00029177790124035666]",[-1.5115747  -0.04397032 -1.47248393],CubeS,normal,False,False,hard
"[-0.011300964577468564, 0.03354396457736179, 0.04795333434656725]","[0.0006255159160952813, 0.037920154510814666, 0.0008395676603769097]",[-1.44625869  0.07264503 -1.50190915],CubeS,normal,True,True,easy
"[-0.010638964577468444, 0.02820196457736174, 0.04795333434656706]","[-0.0032017205052943514, 0.04264511700525457, 0.012224340805702368]",[-1.37797566  0.09634518 -1.49955335],CubeS,normal,True,True,easy
"[-0.027522964577468566, 0.03371696457736179, 0.047953334346567233]","[0.0034545078429944684, 0.03982559435097614, 0.0009918805147389183]",[-1.44762776  0.16111794 -1.66643816],CubeS,normal,True,True,easy
"[0.04353498407934338, 0.0011564088587206443, 0.047901707102271096]","[-0.05256411216950864, 0.06726674655562861, -0.0001728086986380003]",[-1.48442673  0.05036647 -1.53591922],CubeS,normal,True,True,easy
"[0.015629035422531433, 0.005329964577361792, 0.04795333434656724]","[-0.02143129356001705, 0.06471087618703553, 0.008665077236227968]",[-1.43628779  0.03803032 -1.45517169],CubeS,normal,True,True,easy
"[-0.05279696457746831, 0.012158964577361733, 0.047953334346566845]","[0.037843199357774415, 0.06034822916092504, -0.028493716269822354]",[-1.60747129  0.06941996 -1.44666782],CubeS,normal,True,True,easy
"[0.01711303542253143, 0.007832964577361797, 0.04795333434656725]","[-0.020632371453283994, 0.0617586744427792, -0.01766332958104268]",[-1.57790453  0.01520084 -1.5209196 ],CubeS,normal,True,True,easy
"[-0.00326901974250655, 0.020625882330495646, 0.04791689810104863]","[-0.013483526426857911, 0.048716342296177745, 0.01854108756890462]",[-1.34973705  0.11061734 -1.52380353],CubeS,normal,True,True,easy
"[-0.03829796457746844, 0.01580496457736174, 0.04795333434656706]","[-0.005935101624874803, 0.05896824528484204, -0.01206799671465802]",[-1.5414326   0.25607853 -1.46689756],CubeS,normal,True,True,easy
"[-0.02613596457746857, 0.011428964577361795, 0.04795333434656725]","[0.043454744849266924, 0.05419410789800963, -0.02357220507164294]",[-1.58744223 -0.11395496 -1.49580184],CubeS,normal,True,True,easy
"[-0.03580182414879963, 0.02596468550530242, 0.04790642063693762]","[0.01896498620902913, 0.04722126264589074, -0.015377838369448702]",[-1.54373248  0.0983461  -1.46645173],CubeS,normal,True,True,easy
"[-0.009074964577468427, 0.020515964577361656, 0.04795333434656681]","[-0.01641751950525616, 0.04972030421526402, -0.006464375752723498]",[-1.5136029   0.15375197 -1.4560443 ],CubeS,normal,True,True,easy
"[0.02898103542253164, 0.02094396457736178, 0.047953334346566776]","[-0.030100224664143936, 0.04962520758983878, -0.007541786129372528]",[-1.53473357e+00 -1.50899092e-03 -1.42967309e+00],CubeS,normal,True,True,easy
"[-0.004718107113417844, 0.018741476586502444, 0.0479089071643115]","[-0.010695022339514876, 0.05055425335437131, 0.020987102320223182]",[-1.33661783  0.10247095 -1.51901278],CubeS,normal,True,True,easy
"[-0.013400964577468425, 0.01635796457736166, 0.04795333434656681]","[0.00580372378553883, 0.05446399397616211, -0.013438721178867467]",[-1.54273606  0.03887674 -1.47877675],CubeS,normal,True,True,easy
"[-0.07006396457746848, 0.0007749645773617877, 0.04795333434656722]","[0.045769775151345796, 0.07743527809185183, 0.010397249934803014]",[-1.37907442  0.14332831 -1.42299214],CubeS,normal,False,False,hard
"[0.025549035422531566, 0.0003769645773616612, 0.04795333434656681]","[-0.05628531614010548, 0.06325495637310719, 0.006021419022784361]",[-1.45760224  0.17473306 -1.51642745],CubeS,normal,True,False,med
"[0.025257035422531642, 0.019935964577361652, 0.04795333434656677]","[-0.030967478950199852, 0.04813160091004604, -0.02445836171194191]",[-1.62959062  0.02327097 -1.49193508],CubeS,normal,True,False,med
"[0.03000903542253151, 0.0037629645773619054, 0.0479533343465672]","[-0.02438964540994807, 0.06620897515881513, -0.02489906171386143]",[-1.6201876  -0.03949153 -1.51908562],CubeS,normal,True,True,easy
"[0.005033867724834863, 0.02106856371221288, 0.04790367111036241]","[-0.00963787722566721, 0.048987541111823706, 0.014857182881810376]",[-1.37925606  0.04337713 -1.40640405],CubeS,normal,True,True,easy
"[-0.0016169645774685678, 0.032818964577361796, 0.04795333434656723]","[-0.019983803279130616, 0.035939909187256466, 0.016475691726409714]",[-1.34955053  0.1533084  -1.51218412],CubeS,normal,True,True,easy
"[0.006360035422531508, 0.007191964577361787, 0.047953334346567206]","[-0.011119142497422792, 0.06341255926271423, -0.0034499651748879437]",[-1.49367762  0.02618028 -1.51347765],CubeS,normal,True,True,easy
"[0.02253403542253157, 0.02363996457736166, 0.04795333434656681]","[-0.01131127510496847, 0.04851636840781885, 0.002290321923151757]",[-1.44700805 -0.07068237 -1.54457584],CubeS,normal,True,True,easy
"[0.024048035422531575, 0.013369964577361896, 0.04795333434656717]","[-0.033111888096774705, 0.05598726117713093, -0.0003079750594195633]",[-1.42882483  0.05073306 -1.7717102 ],CubeS,normal,True,False,med
"[-0.02910096457746857, 0.007152964577361795, 0.04795333434656724]","[0.013378482140706568, 0.06511545580630819, 0.013525653016258106]",[-1.38703354  0.09586607 -1.50053706],CubeS,normal,True,True,easy
"[-0.009117964577468354, 0.01713896457736165, 0.047953334346566776]","[-0.014438317113248444, 0.05278161040642686, -0.014315117597143372]",[-1.54536719  0.14998733 -1.63885673],CubeS,normal,True,True,easy
"[-0.013014964577468442, 0.006073964577361741, 0.04795333434656707]","[0.0050317490829100385, 0.0651335502964989, 0.0051925239453060705]",[-1.43959973  0.04727249 -1.51683182],CubeS,normal,True,True,easy
"[-0.018508964577468576, 0.030788964577361796, 0.04795333434656725]","[-0.011660832074054515, 0.0409131871719528, -0.0003686963415662735]",[-1.46376428  0.19918647 -1.48151497],CubeS,normal,True,True,easy
"[-0.04594996457746835, 0.027273964577361656, 0.04795333434656678]","[0.009768733236679504, 0.050043921825179985, -0.005616246146361574]",[-1.49541969  0.23074187 -1.59968299],CubeS,normal,True,True,easy
"[0.006481035422531509, 0.004900964577361788, 0.0479533343465672]","[-0.03076724934723333, 0.06337499641135963, -0.0007410502515230524]",[-1.51581713  0.13320966 -1.33869517],CubeS,normal,True,True,easy
"[-0.043492964577468436, 0.007827964577361738, 0.04795333434656706]","[0.011682300396656943, 0.0669346096470889, 0.01992239087580465]",[-1.35139123  0.18725495 -1.52422477],CubeS,normal,True,True,easy
"[-0.008509964577468443, 0.007049964577361741, 0.047953334346567046]","[-0.0038698635351639265, 0.06399184663943475, -0.0006179412940532292]",[-1.47419093  0.07109229 -1.55386107],CubeS,normal,True,True,easy
"[-0.013578132756618861, 0.02881766997060141, 0.04791430887865831]","[-0.009159888399602804, 0.04243945503110162, 0.004951867384421222]",[-1.43175908  0.15292964 -1.43183583],CubeS,normal,True,True,easy
"[-0.012714964577468405, 0.006520964577361883, 0.0479533343465673]","[0.0033760008798847194, 0.06333287935148449, 0.022479941093797546]",[-1.33994573  0.06753647 -1.46661301],CubeS,normal,True,True,easy
"[-0.01740915227570383, 0.009637539350508073, 0.0479028607315184]","[0.006948598538312993, 0.06121460098784958, 0.016427837685276028]",[-1.36541763  0.0854219  -1.32893446],CubeS,normal,True,True,easy
"[-0.01137696457746856, 0.027375964577361793, 0.04795333434656724]","[-0.018479521101827368, 0.04170912943412377, 0.01925525902962026]",[-1.34360815  0.20712497 -1.47396779],CubeS,normal,True,True,easy
"[-0.07111996457746848, 0.0040199645773617435, 0.04795333434656706]","[0.04038629209097141, 0.075163226220278, -0.020369964116732163]",[-1.56597818  0.16045724 -1.47939156],CubeS,normal,True,False,med
"[-0.037840964577468356, 0.01826896457736165, 0.047953334346566776]","[0.007911859486386404, 0.0537564697356948, 0.031850803139398975]",[-1.26030405  0.22656093 -1.36036994],CubeS,normal,True,True,easy
"[0.004493035422531432, 0.003676964577361798, 0.04795333434656725]","[-0.02368667655999417, 0.06368075990137977, 0.02623587856362366]",[-1.34289808  0.12851766 -1.43698379],CubeS,normal,True,True,easy
"[-0.01677896457746857, 0.01579296457736179, 0.047953334346567233]","[0.0016114330156094224, 0.054139724823298846, 0.024605371274868122]",[-1.31601819  0.11927615 -1.39273078],CubeS,normal,True,True,easy
"[0.020400035422531645, 0.02051496457736165, 0.047953334346566776]","[-0.03193742357825355, 0.04655890135010582, -0.025006708992877873]",[-1.62266533  0.06975908 -1.54915962],CubeS,normal,True,False,med
"[-0.04028176665689401, 0.005317611799127867, 0.0479174197850082]","[0.026912172041400794, 0.0680786057668369, -0.0024378777015660394]",[-1.45437516  0.07585724 -1.37194139],CubeS,normal,True,True,easy
"[0.024559523267920033, 0.008452802665445808, 0.047910613669064205]","[-0.01972358030945063, 0.06240358077697559, 0.015015839829133668]",[-1.38013894 -0.02954379 -1.58715531],CubeS,normal,True,True,easy
"[-0.04076096457746848, 0.033684964577361795, 0.047953334346567206]","[0.016369588334407006, 0.03981440154275705, -0.02572185130552967]",[-1.62219494  0.15710694 -1.52472777],CubeS,normal,True,True,easy
"[-0.0011070307846773623, 0.022373889179833732, 0.047906730222954386]","[0.00939405249712369, 0.048286660120242506, 0.0032118254314583094]",[-1.43259298 -0.04921813 -1.442348  ],CubeS,normal,True,True,easy
"[-0.03833896457746848, 0.018595964577361786, 0.047953334346567206]","[0.015248225449227455, 0.05515481405237482, -0.017801798054756124]",[-1.57621131  0.14504791 -1.60551798],CubeS,normal,True,True,easy
"[-0.023856013262511806, 0.025831299148494746, 0.0479073079388804]","[0.015754742958382945, 0.04617386564617463, -0.002145630446531977]",[-1.4654118   0.05137889 -1.50963935],CubeS,normal,True,True,easy
"[-0.013365964577468515, 0.02668596457736175, 0.047953334346567116]","[-0.002983647663135563, 0.043614659369348566, -0.019541312201182062]",[-1.58543317  0.09860876 -1.50873019],CubeS,normal,True,True,easy
"[-0.05683796457746848, 0.007095964577361787, 0.04795333434656721]","[0.04404349689109575, 0.06745657033206721, -0.00028609919481873596]",[-1.45830769  0.07309591 -1.51723193],CubeS,normal,True,True,easy
"[-0.05119378270271434, 0.000566632016361371, 0.04791710398335113]","[0.0321712019721801, 0.07416071090798512, 0.013139060393509226]",[-1.36227923  0.1253614  -1.3438707 ],CubeS,normal,True,True,easy
"[-0.02270896457746857, 0.009479964577361794, 0.04795333434656725]","[0.03939073674885486, 0.05473443317274389, -0.03475776288512202]",[-1.63885906 -0.12625599 -1.43267602],CubeS,normal,True,True,easy
"[0.0037443213042428793, 0.015217397145120088, 0.04790773230275852]","[-0.032854051850812444, 0.05237669142363064, 0.0052656371076628]",[-1.43304472  0.17700016 -1.57186611],CubeS,normal,True,True,easy
"[-0.03139539480084155, 0.03538063494957522, 0.047919980711341806]","[0.013622128871554642, 0.03826695318241881, -0.00610989653183913]",[-1.49560823  0.12230014 -1.60463163],CubeS,normal,True,True,easy
"[-0.01395796457746841, 0.015320964577361885, 0.04795333434656731]","[-0.0027301768752935763, 0.05590964334302925, -0.009215856190146268]",[-1.52258956  0.09338661 -1.44157983],CubeS,normal,True,True,easy
"[0.05009103542253152, 0.005445964577361788, 0.047953334346567206]","[-0.05561505937145377, 0.06255125308015301, 0.020387238312980543]",[-1.38416952  0.04115552 -1.47971029],CubeS,normal,True,True,easy
"[-0.06559261025236228, -0.0028430428413518745, 0.047863633369527446]","[0.05428268119067274, 0.07697258583508314, -0.011667718658561262]",[-1.46115429  0.05464872 -1.31266035],CubeS,normal,False,False,hard
"[0.04315303542253168, 0.010252964577361733, 0.047953334346566845]","[-0.043850651603659904, 0.06045642405731483, 0.001534436346890526]",[-1.47907172  0.00402522 -1.49420937],CubeS,normal,True,True,easy
"[0.005885971580947579, 0.007527324516016221, 0.04790761996400836]","[-0.030950936530155026, 0.060108532729996646, 0.013877263049060931]",[-1.40078724  0.15049263 -1.50904232],CubeS,normal,True,True,easy
"[-0.06101696457746844, 0.00251396457736174, 0.04795333434656706]","[0.034582910704156464, 0.07476045076043018, -0.014012387403569259]",[-1.49581796  0.13163166 -1.2959988 ],CubeS,normal,False,False,hard
"[0.04084683312890671, 0.00928811496240136, 0.04787760477520049]","[-0.0468655311258311, 0.059958186880953016, -0.005990201048204909]",[-1.51774224  0.03303611 -1.51821528],CubeS,normal,True,True,easy
"[-0.01578796457746857, 0.02512496457736179, 0.04795333434656724]","[0.0017759936804188775, 0.046502375878940364, -0.006616249374039525]",[-1.49992052  0.08603249 -1.48305015],CubeS,normal,True,True,easy
"[-0.004326934588326231, 0.0027145686057456543, 0.04790792120587097]","[0.0031109908948966317, 0.06806532085891388, 0.006154885147786825]",[-1.43605484  0.01107632 -1.45126026],CubeS,normal,True,True,easy
"[-0.02407896457746852, 0.01383796457736175, 0.0479533343465671]","[0.01455739867574416, 0.057415081197639634, 0.015946078662884985]",[-1.3659463   0.06241636 -1.51604271],CubeS,normal,True,True,easy
"[0.026209035422531484, 0.008672964577361752, 0.047953334346567095]","[-0.03835278404115544, 0.059921442849259834, -0.00014129129605163252]",[-1.48227406  0.0705834  -1.51625398],CubeS,normal,True,True,easy
"[-0.06185496457746844, 0.013139964577361744, 0.04795333434656707]","[0.0343445999584018, 0.06546393685870107, 0.002355742407341478]",[-1.45181721  0.1600195  -1.5670984 ],CubeS,normal,True,True,easy
"[-0.007992964577468488, 0.04013496457736179, 0.047953334346567206]","[-0.0009643293730301292, 0.029229283571343072, -0.023340488941023148]",[-1.61320207  0.05797073 -1.53266598],CubeS,normal,False,False,hard
"[-0.01062906832828548, 0.009633074348403095, 0.04790295179752236]","[0.014852699118469238, 0.060241230202956415, 0.015534928811685878]",[-1.35778514  0.00248239 -1.30267488],CubeS,normal,True,True,easy
"[-0.05768996457746844, 0.016226964577361738, 0.04795333434656705]","[0.02069101552530122, 0.062345186756044065, -0.01797619997310321]",[-1.57598657  0.22099357 -1.58638009],CubeS,normal,True,True,easy
"[-0.009833964577468456, 0.012184964577361871, 0.04795333434656727]","[-0.007198170314236028, 0.05762449726662352, -0.020327158578459393]",[-1.59060174  0.09331007 -1.50324519],CubeS,normal,True,True,easy
"[0.04747203542253152, 0.0009039645773617852, 0.047953334346567206]","[-0.02942543576512166, 0.07320216114184268, -0.014299722958107913]",[-1.56086768 -0.10337566 -1.52375331],CubeS,normal,True,True,easy
"[0.01603503542253151, 0.02079796457736191, 0.0479533343465672]","[-0.020970525389405525, 0.0494645518110065, 0.0061717393611957685]",[-1.42735346  0.03206994 -1.53846755],CubeS,normal,True,True,easy
"[-0.03980596457746848, 0.02502996457736179, 0.04795333434656721]","[0.003706249529006937, 0.05086525196337412, -0.003639678893525143]",[-1.48016484  0.22529006 -1.49513577],CubeS,normal,True,True,easy
"[-0.023210964577468428, 0.003370964577361662, 0.04795333434656681]","[-0.02227976305963015, 0.06733278851382099, 0.009881571195411252]",[-1.42169399  0.25727347 -1.53090772],CubeS,normal,True,True,easy
"[0.01886803542253143, 0.016305964577361793, 0.04795333434656724]","[-0.03239974799224536, 0.052438530578624784, 0.00448399928330483]",[-1.47471077  0.08432993 -1.38244722],CubeS,normal,True,False,med
"[-0.04488979026541589, 0.016294762287230154, 0.047907021911030405]","[0.023989031369237142, 0.0589454582932582, 0.0015687265967639676]",[-1.43127343  0.12860459 -1.4076787 ],CubeS,normal,True,True,easy
"[0.01064703542253151, 0.0009319645773617855, 0.04795333434656721]","[0.016102017738252677, 0.0686653500870835, 0.017393231984062556]",[-1.36820245 -0.1390263  -1.46892325],CubeS,normal,True,True,easy
"[-0.01785096457746857, 0.021063964577361788, 0.04795333434656722]","[-0.0016551323491301242, 0.05021314868227131, 0.014584716687481604]",[-1.37152194  0.13056891 -1.47557365],CubeS,normal,True,True,easy
"[-0.07179096457746849, 0.0015829645773617848, 0.047953334346567206]","[0.05487937110655372, 0.07235946457693294, -0.032003868087348945]",[-1.59237165  0.0662191  -1.38460686],CubeS,normal,True,True,easy
"[-0.0073330065026489645, 0.03397948113270344, 0.04792095202217523]","[-0.00048127309147324646, 0.037209269930422686, -0.003237476736113768]",[-1.4738101   0.05202532 -1.5219382 ],CubeS,normal,True,True,easy
"[-0.027370964577468515, 0.00016996457736175074, 0.047953334346567095]","[0.013055195707428134, 0.0722027355177191, 0.0049114681442403675]",[-1.440892    0.08141912 -1.48632872],CubeS,normal,True,True,easy
"[-0.04307796457746844, 0.028319964577361738, 0.04795333434656706]","[0.02296138219544408, 0.04683860699701052, -0.006430909988883043]",[-1.49259759  0.1283649  -1.53237814],CubeS,normal,True,True,easy
"[-0.037476964577468436, 0.02048096457736174, 0.04795333434656704]","[0.021450905187629515, 0.052825205856020505, 0.013529326779566753]",[-1.37046038  0.10388234 -1.51781386],CubeS,normal,True,True,easy
"[-0.008324964577468487, 0.01823696457736179, 0.047953334346567206]","[0.0036611152203325113, 0.05241273219877651, -0.012234028848111459]",[-1.5279323   0.00649893 -1.25595469],CubeS,normal,True,True,easy
"[0.006525035422531644, 0.006983964577361652, 0.047953334346566776]","[-0.022859823045133502, 0.06034967806835739, -0.027201588472142612]",[-1.64292653  0.07441074 -1.44419935],CubeS,normal,True,True,easy
"[-0.03801796457746835, 0.016965964577361655, 0.04795333434656678]","[0.021472090604238617, 0.05692758923423594, -0.0019944314367695785]",[-1.47037042  0.09951166 -1.52518975],CubeS,normal,True,True,easy
"[-0.007594964577468517, 0.0010649645773617487, 0.0479533343465671]","[-0.007455175247410217, 0.0697470265355729, 0.0039042726220058516]",[-1.45370192  0.08458194 -1.52741022],CubeS,normal,True,True,easy
"[-0.02286696457746857, 0.011577964577361795, 0.04795333434656725]","[0.01419605971628512, 0.05898686386309914, -0.020860919384349676]",[-1.57603388  0.03275116 -1.41055206],CubeS,normal,True,True,easy
"[-0.005815732098456739, 0.02275509634650393, 0.04791740452020423]","[-0.0231380661922553, 0.046402349175819264, 0.008267930497795048]",[-1.4192741   0.18721371 -1.49334005],CubeS,normal,True,True,easy
"[-0.02822596457746857, 0.0035889645773617943, 0.047953334346567233]","[-0.0024743383000020436, 0.0693602593707194, 0.006761630430886969]",[-1.43712795  0.17821837 -1.39353971],CubeS,normal,True,True,easy
"[-0.04341096457746835, 0.025845964577361654, 0.047953334346566776]","[-0.014925239796674442, 0.05030376440006461, 0.005683745352606186]",[-1.43108781  0.36878198 -1.47239552],CubeS,normal,True,True,easy
"[-0.0024079645774685676, 0.029144964577361793, 0.04795333434656725]","[0.004831625858991385, 0.04180037743294761, 0.0008526141963459601]",[-1.44723052 -0.01533643 -1.48162844],CubeS,normal,True,True,easy
"[-0.010278964577468443, 0.0057509645773617425, 0.04795333434656706]","[0.0018518430425268368, 0.06103262439923034, -0.038951016281799485]",[-1.69553615  0.05669617 -1.60321863],CubeS,normal,True,True,easy
