obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,position-dependent_success,policy_success,difficulty
"[0.0015277944815193407, 0.0032121975904432216, 0.054980000121842634]","[0.00644660827696103, 0.06674955889633842, -0.009103422758075373]",[-1.56662078 -0.0399751  -1.66721029],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.023076891006089253, -0.006103680832639732, 0.054980000121842634]","[-0.005246011143186607, 0.07654929271784139, -0.02115514284951619]",[-1.62614248 -0.08735527 -1.64633575],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.07232832981228766, -0.00829683607348728, 0.054980000121842634]","[-0.05988483038568457, 0.08217499317348421, -0.01668056517719578]",[-1.58348198 -0.06044288 -1.63493829],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.00753190424258288, 0.032826079032271686, 0.054980000121842634]","[0.009966524370889105, 0.03303701124025337, -0.03558863300852502]",[-1.74981023 -0.09491072 -1.67939017],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.07144638752082584, -0.0021743605908890974, 0.054980000121842634]","[-0.044932583603825925, 0.07986169765705657, -0.01828275245693909]",[-1.61349165 -0.14231617 -1.57294567],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.0525724891413587, 0.009496457956102537, 0.054980000121842634]","[-0.037567956657603145, 0.06206302548524421, -0.030444453598822085]",[-1.66621853 -0.07158247 -1.66891688],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.007162551494058075, 0.00410670035979838, 0.054980000121842634]","[0.004876535888166571, 0.0646867134580055, -0.02364535765548225]",[-1.64695067  0.01686785 -1.59862547],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.061329248474552164, -0.005237151666336323, 0.054980000121842634]","[0.07321794148163333, 0.0711477020548436, 0.002701584500468368]",[-1.54856844 -0.06363407 -1.69377432],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.007405444658663288, 0.004346180906637026, 0.054980000121842634]","[0.02845292191738942, 0.0626636692103383, -0.01988390654079354]",[-1.63847132 -0.1105843  -1.6575507 ],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.04454535523918048, -0.009537038159466845, 0.054980000121842634]","[-0.026215425437845538, 0.07949355587874875, -0.03771071007882302]",[-1.69434979 -0.07087514 -1.71030218],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.010537351682083747, -0.009645456414462196, 0.054980000121842634]","[0.0032755821214838156, 0.07755725703936542, -0.03156829438245293]",[-1.68361668  0.04843526 -1.62822578],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.054393385473280396, 0.0074225832909247036, 0.054980000121842634]","[-0.04083431793999147, 0.061724454630432204, -0.041151569823517226]",[-1.72512308 -0.05644974 -1.67181235],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.009354407865494619, -0.007345324369356384, 0.054980000121842634]","[0.004415430296600667, 0.07467511659967407, -0.034204636984286566]",[-1.70009109  0.0502497  -1.69689766],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.025536974123465752, 0.018869464542661932, 0.054980000121842634]","[0.033247051793956026, 0.04972609613282525, -0.010294205301494032]",[-1.57815831 -0.04535232 -1.61050523],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0027889430620446805, 0.005978906024757561, 0.054980000121842634]","[0.030717541939686843, 0.05819080068794999, -0.0341757652486983]",[-1.74517869 -0.14530579 -1.80880824],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.054324609651959774, -0.00182936154194432, 0.054980000121842634]","[-0.014743380456489194, 0.07869850043483245, -0.017238474306342844]",[-1.62113202 -0.23062989 -1.39463867],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.02085259321336867, 0.012541326882121812, 0.054980000121842634]","[0.005134206938821523, 0.053613749594402155, -0.04230833376951904]",[-1.76355489 -0.15919166 -1.57045659],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.02948973267656886, -0.00852919792920386, 0.054980000121842634]","[0.061349904832669236, 0.06838350932849428, -0.030610324717301435]",[-1.71549258 -0.15329479 -1.68662621],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.03159842443121747, -0.0006001559828285037, 0.054980000121842634]","[0.027659280284183838, 0.06923197389894813, -0.028884544508540874]",[-1.66709121  0.01557139 -1.53011476],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.010935453307618227, 0.01120100250099104, 0.054980000121842634]","[-0.011178493372992013, 0.05865977072305997, -0.012255003824117774]",[-1.57208956  0.01061684 -1.705851  ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.0141514105195513, 0.022660806607847517, 0.054980000121842634]","[0.027611887989950436, 0.04478724672992337, -0.018518976371470486]",[-1.63930228 -0.07383357 -1.67012349],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.023861701538128756, 0.019479400363895043, 0.054980000121842634]","[0.029193060998174473, 0.049453221061471556, -0.012932733197919773]",[-1.61460987 -0.01805797 -1.73162593],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.005235038313982351, 0.006883597044293626, 0.054980000121842634]","[0.03696898726119823, 0.05275471365026547, -0.047428558500481666]",[-1.81256961 -0.21945665 -1.69247975],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.031835636508728477, -3.1444053207024194e-05, 0.05481626947430079]","[0.05243767268574932, 0.06425571964387439, -0.020544551743398864]",[-1.67449994 -0.09273859 -1.74169706],CylinderM,normal,FALSE,FALSE,TRUE,med
"[0.017645764313557258, -0.005919120044506206, 0.054980000121842634]","[0.003528485271038339, 0.07691661768598845, -0.005966273402719227]",[-1.54797509 -0.11137973 -1.63321386],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.01784442534644506, 0.005395314221731442, 0.054980000121842634]","[0.045289711389334734, 0.05883555465276757, -0.018899569743690905]",[-1.65732557 -0.14076814 -1.72115917],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.07694787841808638, -0.004795282713596506, 0.054980000121842634]","[-0.029434590605134432, 0.0880833737725421, -0.00868509150780574]",[-1.5405686  -0.24229534 -1.69967219],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.036925152619625645, 0.0018702103961054928, 0.054980000121842634]","[-0.03435597514360974, 0.06833385033741234, -0.014797636079328581]",[-1.58272499 -0.00945107 -1.6355342 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.04099332199783702, 0.005728600394814957, 0.054980000121842634]","[-0.015056881604606304, 0.0686770215738359, 0.002713271839880481]",[-1.49326662 -0.14702106 -1.59714277],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.012201963346494062, 0.030183326487541073, 0.054980000121842634]","[-0.0009396937738319414, 0.03530943895854778, -0.03983445612120477]",[-1.76522115 -0.03367613 -1.73180545],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.04982691935487147, -0.009375033008928764, 0.054980000121842634]","[0.04745557392681797, 0.07840864811496241, -0.026539616345363816]",[-1.67942763  0.02705934 -1.66509779],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.04388761435913585, 0.0025658421175041796, 0.054980000121842634]","[-0.009827964880753971, 0.0722004312560162, -0.014966410107031605]",[-1.59241064 -0.18341862 -1.63987194],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0009357703078657668, -0.009154938428524292, 0.054980000121842634]","[0.006707347155948864, 0.07831755607456911, -0.019507751373743512]",[-1.62423895 -0.01673678 -1.79432181],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.013697420759292539, 0.021384978079392578, 0.054980000121842634]","[0.01809102911726948, 0.04819297908647128, -0.010130002222014982]",[-1.56975425 -0.02728971 -1.57770279],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.005609536006640117, 0.006861301008963002, 0.054980000121842634]","[0.021999389744094745, 0.06084579776717168, -0.021090107068613674]",[-1.64909945 -0.07735891 -1.70962408],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.015221824712865605, -0.00768537873707781, 0.054980000121842634]","[0.023745057530382842, 0.07371966397569489, -0.03534599055433172]",[-1.72044833 -0.01857085 -1.7093283 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.012591996382333926, 0.0033196055630814736, 0.054980000121842634]","[0.0017843294530743535, 0.0618398569358693, -0.044169857203770424]",[-1.76401214 -0.08608833 -1.56158167],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.0073135003317743655, 0.006456070731938056, 0.054980000121842634]","[0.032992614305298804, 0.05300802464070792, -0.05118037098730235]",[-1.84715941 -0.07990702 -1.80194047],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.004117532738996007, 0.006698073430146896, 0.054980000121842634]","[0.025921647614406074, 0.05743219504746077, -0.03812632256963486]",[-1.73120242 -0.13066662 -1.56463394],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.0072606503073238925, -0.003934327703721159, 0.054980000121842634]","[-0.027225367558021643, 0.0720251539528238, -0.010897386748543743]",[-1.575793    0.10803105 -1.55452468],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.026275043416395062, 0.006963731822608957, 0.054980000121842634]","[0.025972160683605337, 0.06295146991394705, -0.01239920694166724]",[-1.60007684  0.01165211 -1.693357  ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.014591715364067951, 0.023730434338036746, 0.05496017948134325]","[0.030308440580637357, 0.04236099915484644, -0.024690271930726836]",[-1.67905154 -0.0875234  -1.65894782],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0037225953444034697, 0.003111296319811872, 0.054980000121842634]","[-0.01872438321411947, 0.0631408081019762, -0.03291968478375556]",[-1.68341003  0.10967501 -1.70003278],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.02133861034423453, 0.01969376679670564, 0.054980000121842634]","[-0.011508227492266102, 0.0466181374160198, -0.04000401011193556]",[-1.75214612 -0.04625776 -1.63654007],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.021319429833555, -0.0025684353312161044, 0.05477608806027938]","[0.04025818053222794, 0.06643841749328412, -0.033873040981278225]",[-1.75038174 -0.05028512 -1.83012021],CylinderM,normal,FALSE,TRUE,TRUE,med
"[-0.005301947597386931, 0.02632227814651057, 0.054980000121842634]","[0.02192858346480138, 0.042552845580235116, -0.0005438496712088722]",[-1.49586571 -0.10821916 -1.49520975],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.050963324249817574, -0.005378618898710776, 0.054980000121842634]","[-0.026735160842352508, 0.0783823126014152, -0.029468706020497518]",[-1.6400111  -0.10002056 -1.78179779],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.04175561590796755, 0.011973974789064127, 0.054980000121842634]","[-0.016171663553633996, 0.06037708964708183, -0.02819534760911592]",[-1.67571326 -0.14942319 -1.58522078],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.01834377947433961, 0.009776196712456029, 0.054980000121842634]","[0.011603261626583341, 0.060240926505523165, -0.017452939887210313]",[-1.61738652  0.04822196 -1.65199636],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.016616707424351913, 0.008092126802743838, 0.054980000121842634]","[0.013698624571775314, 0.05834672759465645, -0.03753312168343181]",[-1.7393194  -0.14737486 -1.71424072],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.041689038109654415, 0.01089511407398922, 0.054980000121842634]","[0.03956681288271629, 0.056717239443657676, -0.03290659706819226]",[-1.73368094  0.04015588 -1.69927855],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.005599560745092439, 0.008473756714027225, 0.054980000121842634]","[0.05062171174570185, 0.052945847182805275, -0.0211489195849439]",[-1.63414872 -0.2681303  -1.57296057],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.0069232999217600085, -0.004022269574638246, 0.05482590575671198]","[0.05839226396219262, 0.0640299916131209, -0.01810648444011379]",[-1.62437438 -0.28198984 -1.61056536],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.021763792687923923, 0.0018900905900745228, 0.054980000121842634]","[-0.00995875767301371, 0.06853324565590634, -0.018223123794058382]",[-1.59938793 -0.04463033 -1.79829306],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0062407573235750725, -0.0054599432465423665, 0.054980000121842634]","[-0.004264135612833009, 0.07573874192016992, -0.005084377624758843]",[-1.54135506 -0.00984405 -1.60036313],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.051954681302972136, 0.0020857539859786877, 0.054980000121842634]","[-0.03426583414968072, 0.05920281116498377, -0.06824665226504018]",[-1.85756652 -0.03039598 -1.76569168],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.019239057502477827, 0.003459833919182558, 0.054980000121842634]","[0.01707497505692849, 0.06106937181226621, -0.04570408324700249]",[-1.78385412 -0.17716929 -1.69914875],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.022248178067252166, 0.006681546260214798, 0.054980000121842634]","[-0.011070563139627176, 0.05643188004971576, -0.05311041485821371]",[-1.81770362 -0.050813   -1.62273239],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.01145658430886375, -0.006513925709161407, 0.054980000121842634]","[0.04935650350493395, 0.06986950486733431, -0.015432789296719152]",[-1.63181396 -0.19342189 -1.70235916],CylinderM,normal,FALSE,FALSE,TRUE,med
"[0.045201219197732664, -0.007901549463444553, 0.054980000121842634]","[-0.016716113707535306, 0.0812791099602579, -0.024322675439060602]",[-1.64571092 -0.15149615 -1.56288382],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0545954335559502, -0.008118698462730353, 0.054980000121842634]","[-0.04045782379113297, 0.07669216883117996, -0.044576687462512]",[-1.7265694  -0.04932639 -1.68933464],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.030430847594245566, 0.0043644680517090735, 0.054980000121842634]","[-0.00023362224160189404, 0.06331515011822564, -0.0429448148868901]",[-1.75418593 -0.13273303 -1.74232027],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.0021768890935623467, 0.02184846594220198, 0.054980000121842634]","[0.010812864948754873, 0.04769319418128896, -0.011881137526499864]",[-1.58582083 -0.04774681 -1.65976483],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.048957931817171604, -0.0015744430122359807, 0.05486702877665026]","[0.06379483287188734, 0.06719447429490696, 0.00307221483785778]",[-1.46636303 -0.07992379 -1.48618768],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.02899709707848214, -0.0039461678263101214, 0.054980000121842634]","[-0.0031640194619844443, 0.07382466395271536, -0.03137009081816966]",[-1.68373669 -0.12963743 -1.63845173],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0015666498753050292, 0.036337680396589314, 0.054980000121842634]","[-0.00460421933859839, 0.0300643844804499, -0.033326599399276936]",[-1.72650421  0.04886222 -1.6864074 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.050701459569154575, 0.0026331437857617344, 0.054980000121842634]","[0.05184279348375692, 0.06349141751251765, -0.03675960958067274]",[-1.74350824  0.01114038 -1.65000119],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.02639966478731309, -0.005714075719721264, 0.054980000121842634]","[-5.5734660112161105e-05, 0.07613715198906754, -0.025459657535404842]",[-1.65198893 -0.138109   -1.59930902],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.0031335451852793246, 0.01222626983070832, 0.054980000121842634]","[-0.013187013090459184, 0.056286998645344935, -0.021003733122527936]",[-1.63396518  0.06047922 -1.57181839],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.008018888293617354, 0.012807726694482654, 0.054980000121842634]","[0.02860387812549677, 0.05252060086667237, -0.029916678794789583]",[-1.70416767 -0.20472263 -1.66833608],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.0037858832198436644, -0.0029364012969292207, 0.054980000121842634]","[0.03348947475222922, 0.06650330660943024, -0.03624464188598748]",[-1.73277224 -0.18508544 -1.68365086],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.03598952349969569, -0.0011240455017402962, 0.054980000121842634]","[0.06103743902125726, 0.06339668458080562, -0.020439248328236855]",[-1.63571029 -0.13812037 -1.5989157 ],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.02899245494828778, -0.003176720989283045, 0.054980000121842634]","[-0.006516601748591137, 0.07385050230649794, -0.02567833049622969]",[-1.64890824 -0.10583312 -1.69409177],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.0028528499824003357, 0.014213913769464083, 0.054874802400431695]","[0.0318489296219486, 0.04980422963688098, -0.03243761392688909]",[-1.733481   -0.14411818 -1.73617769],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.049058096344698085, -0.003044425391191114, 0.054980000121842634]","[-0.04393787076332094, 0.0673332961429049, -0.05140914775695382]",[-1.78519356 -0.01458393 -1.62129631],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.06007848122304735, 0.004228150893307095, 0.054980000121842634]","[-0.04096177804591904, 0.06638198980375869, -0.04272317467251822]",[-1.74385385 -0.09739273 -1.62291191],CylinderM,normal,FALSE,TRUE,FALSE,med
"[-0.02424023259179485, 0.017964365697342104, 0.054980000121842634]","[0.03025507089124825, 0.050598012322080645, -0.015640370231940287]",[-1.60907914 -0.03409191 -1.60325604],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.012151337448284744, 0.030936345333562886, 0.054980000121842634]","[-0.015375438245602713, 0.037625276074314824, -0.02113239940223753]",[-1.63717686  0.02926242 -1.62400862],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.015379083006318132, 0.02297081984033624, 0.054980000121842634]","[0.004310088089608109, 0.04614488507883798, -0.02456530108849577]",[-1.66312346 -0.11200766 -1.66071102],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.03134686280291971, 0.0213959270311422, 0.054980000121842634]","[0.004908891274969032, 0.04922582252176629, -0.029487190372671106]",[-1.69410303 -0.20841644 -1.68106829],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.02455785124737958, 0.004928839248121529, 0.05487175284072889]","[0.04648145668667837, 0.05794172048842556, -0.03160531722380219]",[-1.72107959 -0.10644421 -1.68323193],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.03069563779327482, 0.006750571115613045, 0.054980000121842634]","[-0.03435385042973056, 0.05708482598995063, -0.04436932578169947]",[-1.75811041  0.03545101 -1.62343534],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.0027196863810010526, 0.014598353027766471, 0.054980000121842634]","[0.009003070500800205, 0.05322310097846946, -0.02740149523528155]",[-1.67626803 -0.03095315 -1.61530785],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.023072920540316528, 0.023808316248177027, 0.054980000121842634]","[0.018959736976985154, 0.04338881180653702, -0.033899541579383415]",[-1.72676808  0.03488117 -1.60659146],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.017112834823191904, 0.02362712419699184, 0.054980000121842634]","[-0.01700410566167494, 0.04559834206216698, -0.018812712143684386]",[-1.63198574 -0.00948446 -1.50035274],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.07680397182119142, -0.003181590555240599, 0.054980000121842634]","[-0.0545435907872347, 0.07892036927233032, -0.029950164963819546]",[-1.67416789 -0.11817358 -1.5832892 ],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.03130694108120513, 0.0013791593782783267, 0.054980000121842634]","[-0.01619039339181221, 0.06386842904047361, -0.05001745901732209]",[-1.77655367 -0.04125418 -1.73516966],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.013567445215466722, 0.020829027526723262, 0.054980000121842634]","[-0.007803616058932162, 0.04925987815863034, -0.014263422819474625]",[-1.59568164  0.13282898 -1.55599171],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.01802848330787824, 0.015477517395377718, 0.054980000121842634]","[0.03919995875973857, 0.05095598890662572, -0.007601497125991605]",[-1.5680939  -0.12662148 -1.63175183],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.03779944391437468, 0.00798041143276515, 0.054980000121842634]","[-0.04116917216833311, 0.05757466186464772, -0.03676880705789382]",[-1.739056    0.00704887 -1.51313057],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.048348231427571636, -0.003505264651444868, 0.054980000121842634]","[-0.01662907190927844, 0.07913956720256514, -0.008367085531655473]",[-1.56980435 -0.17558662 -1.45463825],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.026736330658482074, 0.012493987794878366, 0.054980000121842634]","[0.00431934955648227, 0.05743092029400698, -0.028808020555283434]",[-1.68304725 -0.16543963 -1.69048152],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.02419824427833051, 0.008344138660166847, 0.054980000121842634]","[0.030915700672304716, 0.06052707188162496, -0.011162587663895385]",[-1.59149238 -0.03248561 -1.66328361],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.021884879024839647, 0.007821685376496194, 0.054980000121842634]","[0.0005545853757300823, 0.05776312799884276, -0.0456959699873834]",[-1.77836849 -0.13881281 -1.55358452],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.01704899602132602, 0.015898663105827975, 0.054980000121842634]","[0.02252467807807536, 0.05279167971907831, -0.01788858085401497]",[-1.6409409  -0.00984835 -1.76481346],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.0005846526840108041, 0.02479720584463284, 0.054980000121842634]","[0.005266244294907184, 0.0428645930262157, -0.028310923683461497]",[-1.68917875 -0.01328882 -1.66373182],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.011514002104430607, 0.023084050042992698, 0.054980000121842634]","[0.028510283322622725, 0.043163585758979564, -0.024327838686310256]",[-1.6526058  -0.11593618 -1.53214715],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.004321286323650388, 0.01783304449524942, 0.054980000121842634]","[-0.002215867922746258, 0.05088995035428945, -0.02312758471986935]",[-1.6487941   0.04619557 -1.60961664],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.03437446756515512, 0.004648082379424416, 0.054980000121842634]","[-0.012697735995054624, 0.06475000473927486, -0.036601622577218246]",[-1.71802025 -0.11603396 -1.61322357],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.036950834112981654, -0.009214679951205325, 0.05474518029622742]","[0.06411930218717535, 0.06985477871115561, -0.028671555510522445]",[-1.67471134 -0.14392237 -1.59514657],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.007535197968221174, -0.002859582363212311, 0.054980000121842634]","[0.00869169853513767, 0.07219989233793277, -0.018183401127112885]",[-1.61475259 -0.08587221 -1.60193266],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.03750754380583706, 0.012764758737046977, 0.054980000121842634]","[-0.017337942391124166, 0.05600820949977053, -0.040295015726613634]",[-1.74386111 -0.10658638 -1.63685652],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.01616543393194081, -0.007664401664265347, 0.054980000121842634]","[0.05463424202918267, 0.07055945971569498, 0.0010983663999165408]",[-1.51170137 -0.2080623  -1.57842127],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.0004492986862395693, 0.0028990897276929706, 0.054980000121842634]","[0.03724317615379388, 0.0617926275295059, -0.023953071672249575]",[-1.68306077 -0.18378059 -1.74959451],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.01740096321627651, -0.00461520796882562, 0.054980000121842634]","[0.02821914653472253, 0.07225975986678708, -0.021890743108462694]",[-1.65456902 -0.03974981 -1.71954419],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.00975771190557401, 0.002432960949892092, 0.054980000121842634]","[0.02031244390277509, 0.06696039932037219, -0.002502876582367225]",[-1.53658249 -0.05772639 -1.66186802],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.05433635552537529, -0.005709196220408237, 0.054980000121842634]","[0.06562062729274348, 0.0723002911657802, -0.0030754844576846296]",[-1.64400414 -0.03721445 -1.89755478],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.03856978967172552, 0.005255039388696373, 0.054980000121842634]","[-0.0403917589332801, 0.058458366273477856, -0.046068329409417116]",[-1.76793218  0.02133085 -1.61013867],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.0033207639829473494, 0.0016373203354383623, 0.054980000121842634]","[0.017111337775199485, 0.06752487742632451, -0.011178970539622662]",[-1.58865737 -0.10435674 -1.7203625 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.03627776635475901, -0.008015749953290787, 0.054980000121842634]","[-0.020964751867041418, 0.07964621348561848, -0.01921894506392706]",[-1.61127916 -0.07567384 -1.62655142],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.006430263189521654, 0.005008529474545947, 0.054980000121842634]","[0.012956936655463592, 0.06014938284730405, -0.04066011249364708]",[-1.74914804 -0.1007977  -1.62473705],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.023539053686630458, 0.011238445232850674, 0.054980000121842634]","[0.0013137047062895223, 0.05632562165864486, -0.038434197964292226]",[-1.73853432 -0.13736601 -1.62500345],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.021926560745199667, 0.006164385435355082, 0.054980000121842634]","[0.038759690845309294, 0.059338268203394266, -0.02510793982175491]",[-1.70355224 -0.05894238 -1.80252195],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.007444275810455557, 0.017475114252509256, 0.054980000121842634]","[0.015031242375354806, 0.05011355053711016, -0.026759013698031894]",[-1.68181637 -0.02673541 -1.69048282],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.04094954088509306, -0.0029090879987193944, 0.05484963384923433]","[0.05841323749724661, 0.06837846551901548, 0.0035953193613478193]",[-1.49142481 -0.09639033 -1.56411727],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.006013403343118184, -0.004285886926520023, 0.054980000121842634]","[0.008264188584277327, 0.07303866193694185, -0.02312092041635338]",[-1.64288559 -0.06855332 -1.64446438],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.011201422593488204, 0.019818529068954736, 0.054980000121842634]","[0.011845023772184222, 0.049492585162713404, -0.01771898939451707]",[-1.61534457 -0.14583304 -1.55610841],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.014653923554358841, 0.01672810462711359, 0.054980000121842634]","[0.004742299962167681, 0.05204648026645693, -0.0264475805315754]",[-1.67194852 -0.08492361 -1.78217523],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.019888300463095893, 0.022556495446155313, 0.054980000121842634]","[0.0026926147134786506, 0.04567254526613599, -0.03242509052162043]",[-1.71220801 -0.11905625 -1.69694219],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.025689914758364192, 0.014124786196478719, 0.054980000121842634]","[0.030611255297808043, 0.052980256167419255, -0.02799145978350405]",[-1.65345772 -0.04937166 -1.4494534 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.01889476971104458, 0.01112272635780788, 0.054980000121842634]","[-0.01167211849381607, 0.05072532837809533, -0.05492042188779851]",[-1.81832432  0.02187086 -1.77205078],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.035186454771382776, 0.008423304145822774, 0.054980000121842634]","[0.04980890485804138, 0.05820048956617406, -0.003590802642606132]",[-1.53335242 -0.08577132 -1.5788072 ],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.01026094098304994, -0.0048665480380199145, 0.054980000121842634]","[0.045763632017042484, 0.06535093039189069, -0.03933503636859884]",[-1.73753251 -0.1907922  -1.60679915],CylinderM,normal,FALSE,TRUE,TRUE,med
