obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,position-dependent_success,policy_success,difficulty
"[-0.015836334418920985, 0.00014223740210139718, 0.054980000121842634]","[0.017902358947168014, 0.06966395800638059, -0.01041865584511769]",[-1.58031364 -0.00530198 -1.66944988],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0631139892094014, -0.004168563149908985, 0.054980000121842634]","[-0.04559936832331728, 0.07719666856775237, -0.029801284699434757]",[-1.65069982 -0.07975523 -1.67107038],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.044220058041157785, 0.00035024617417221237, 0.054980000121842634]","[-0.032068723697099705, 0.07164165321762732, -0.017774441119511576]",[-1.59983732 -0.0612379  -1.63645454],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.043449239226067665, -0.0007181378676641233, 0.054980000121842634]","[0.05224597006804777, 0.06606047966292382, -0.030471695943133065]",[-1.72051737 -0.02374715 -1.70649961],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.02163793299594246, 0.018438982994760458, 0.054980000121842634]","[0.016113052222743344, 0.04591381423377648, -0.045934636568798266]",[-1.80769964 -0.18917792 -1.74679368],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.05080074494017246, -0.008461206031692788, 0.054980000121842634]","[-0.05064944678681935, 0.07698536755716144, -0.02603889633912678]",[-1.61727788  0.01509356 -1.70243247],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.01866576662047921, 0.023287191326019467, 0.054980000121842634]","[-0.0030825743960352404, 0.04395036227870247, -0.03613412975052517]",[-1.73041141 -0.06460453 -1.7292336 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.005853053731916063, -0.0021900897606426, 0.054980000121842634]","[0.008166801199469484, 0.07021144353284729, -0.028163849531202864]",[-1.67384148 -0.05231211 -1.73082025],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.06460036845413722, -0.007238171404471157, 0.054980000121842634]","[-0.04234711796166213, 0.08349807989344052, -0.01025336582074212]",[-1.56401618 -0.11542383 -1.59676653],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.05469020433612119, -0.0046087545527742375, 0.054980000121842634]","[-0.015593710062512527, 0.08028747435971018, -0.026972215585725802]",[-1.66395705 -0.2143215  -1.5325853 ],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.01853198362306896, -0.00038587743899819486, 0.054980000121842634]","[0.053394186286732634, 0.06325381951019171, -0.011101823715560316]",[-1.61415204 -0.18567329 -1.70660096],CylinderM,normal,FALSE,FALSE,TRUE,med
"[-0.016958669875364624, 0.016338081025635286, 0.05474860673973695]","[0.0346417556745718, 0.048634079376565956, -0.028660949196258965]",[-1.70856987 -0.08481752 -1.70464381],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.02844748816410807, 0.004523049837412157, 0.054980000121842634]","[-0.0069036905878507825, 0.06632700119907713, -0.02389819497533375]",[-1.64425866 -0.11203974 -1.6506604 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.02515605056507528, -0.0006457615804564901, 0.054980000121842634]","[-0.012108438525852201, 0.07228146698208905, -0.0010709648919469128]",[-1.51969775 -0.07186811 -1.5618147 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0018837509388794464, 0.018439256156751845, 0.054980000121842634]","[0.01615593540067882, 0.045804028652836754, -0.040964487951386415]",[-1.77384704 -0.07880826 -1.70768999],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.03599147156608387, 0.002271307858966237, 0.054980000121842634]","[-0.026063216799045278, 0.0650015648694142, -0.04106837538127776]",[-1.70475973 -0.00726872 -1.80023307],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.010338897425023471, -0.009026035873696343, 0.054980000121842634]","[0.016639913156176286, 0.07736055238478987, -0.023779153386342643]",[-1.65542099 -0.00963465 -1.74963259],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.005529272719869551, -0.0009424744941274668, 0.054980000121842634]","[-0.01484238423605465, 0.06752215286519166, -0.033836625166028186]",[-1.68925742  0.07525378 -1.69530161],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.03110154835256877, 0.007744726597924734, 0.054980000121842634]","[0.051765553995530574, 0.056468907189181496, -0.01887305701223691]",[-1.63640885 -0.11565037 -1.62582368],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.007630037822820589, 0.024312969663405938, 0.054980000121842634]","[0.010172483874770839, 0.044793882122129806, -0.018455891174466187]",[-1.63055436e+00  9.33909241e-04 -1.71140992e+00],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.029368961362267586, -0.0002588988436474884, 0.054980000121842634]","[-0.015753234234990962, 0.0715223282795105, -0.01630530123630467]",[-1.60075591 -0.0725967  -1.60143921],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.01460029515057904, 0.015338546983094207, 0.054980000121842634]","[0.03348584837042414, 0.04965505643458313, -0.028707142654164138]",[-1.68932069 -0.11109421 -1.60445092],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.015142076436558318, -0.009840337109010635, 0.054980000121842634]","[0.02712219322387348, 0.07632452714275514, -0.030410026137603623]",[-1.67883683 -0.2225711  -1.5864112 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.004069384493329775, 0.012365959136197606, 0.054980000121842634]","[-0.0010890284821971742, 0.05619157807742385, -0.024606530373923116]",[-1.65548906 -0.03545519 -1.45249101],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.061912585962148846, -0.00045389496231085854, 0.054980000121842634]","[-0.026310939576948716, 0.07321207090628269, -0.04739646018279611]",[-1.73750365 -0.14201604 -1.79889054],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.004910233424137423, 0.004462861440565123, 0.054980000121842634]","[-0.0010447931815544091, 0.06272799606526855, -0.03331548567646735]",[-1.69935319  0.00465418 -1.71173057],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.009927077134796305, 0.021653261996436704, 0.054980000121842634]","[0.017933014288216986, 0.04731953962095289, -0.01448385812758974]",[-1.59783042 -0.04966618 -1.58270763],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.00696692823066959, 0.023979809617705905, 0.054980000121842634]","[0.014256744798157608, 0.04458769952148102, -0.019970044511114587]",[-1.65087396 -0.10249882 -1.81973716],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.02104982246404622, 0.007352232196261063, 0.054980000121842634]","[0.04047481399731069, 0.05899635778642157, -0.012686356358281387]",[-1.60268097 -0.1069609  -1.65176953],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.05343797914493854, -0.0069699662065066965, 0.054980000121842634]","[-0.048361002102968224, 0.06858426666997726, -0.060752246455263566]",[-1.80021155  0.02022407 -1.72391343],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.02850125634624237, 0.02038398758582494, 0.054980000121842634]","[-0.013961242376671231, 0.04722199084576347, -0.038529193289914804]",[-1.74013893 -0.0718871  -1.65771737],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.08055684268296791, -0.006155185765773702, 0.054980000121842634]","[0.0577658096798874, 0.07956429903014262, -0.04449968823752207]",[-1.69694961  0.08534636 -1.3957424 ],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.011255559464470183, 0.005498595663814213, 0.054980000121842634]","[0.013893260092079786, 0.0637635662942389, -0.017297528272602322]",[-1.62378075  0.00546207 -1.76435433],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.007610464324715331, -0.005903496942950764, 0.05481369095251009]","[0.051374982720720344, 0.0674087940674068, -0.024836066920882617]",[-1.66471836 -0.23201214 -1.63285403],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.02475854323001373, 0.015585463136144583, 0.054980000121842634]","[-0.004976686715176818, 0.05619870885286624, -0.010340384783387134]",[-1.56531605 -0.11086729 -1.71485581],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.03387806370553322, 0.018280375145979424, 0.054980000121842634]","[-0.012215784714270438, 0.05510685956925104, -0.00019023095520590005]",[-1.50286883 -0.13230793 -1.63392438],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.0006694629376527842, 0.011217590598720933, 0.054980000121842634]","[0.021458591009942816, 0.057244625979937576, -0.012856525739306818]",[-1.59858577 -0.11468783 -1.67935279],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.022089855062552788, 0.0022550689833570722, 0.054980000121842634]","[0.05869584017893889, 0.05951254869556971, -0.0031769130735847598]",[-1.51611516 -0.21033692 -1.52846215],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.004079575675553394, 0.029729395606090225, 0.054980000121842634]","[-0.0036910364893045257, 0.03795304453256003, -0.028332785659818803]",[-1.68506916  0.0251409  -1.71780206],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.01175502069908078, -0.0022022185594006544, 0.054980000121842634]","[0.000535361992830545, 0.07273694771330373, -0.0071642644441794745]",[-1.55303239 -0.06537583 -1.61984762],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.0011192084703605283, 0.016772233206357644, 0.054980000121842634]","[0.005997152022913863, 0.0506795746723252, -0.02998735280472991]",[-1.69134475 -0.0307704  -1.56851743],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.05084322775055528, -0.0009398476106500745, 0.054980000121842634]","[-0.018716048819734106, 0.07031043528153089, -0.050702022682365316]",[-1.78765375 -0.15904575 -1.64800916],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.010606547818648466, 0.004599440855803809, 0.054980000121842634]","[0.016111379476714843, 0.05716855214721857, -0.05274021261377973]",[-1.82332094 -0.1325953  -1.65541756],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.01282993635321266, 0.028357488749632374, 0.054980000121842634]","[-0.002055896036537991, 0.041304525781059316, -0.019270408720674745]",[-1.62914702 -0.0698485  -1.58220895],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0339001276940949, 0.01625569967054063, 0.054980000121842634]","[-0.01724301759080927, 0.055877899271563926, -0.016037201225178377]",[-1.58835756 -0.08775623 -1.72010497],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.016114544139664892, -0.008801325965975437, 0.054980000121842634]","[0.013326942815906212, 0.07467632519209261, -0.04160820983323524]",[-1.7482997  -0.10310916 -1.81413624],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.017804282091502074, 0.012827636692784146, 0.054980000121842634]","[0.005652301743065434, 0.05569200178207455, -0.029772133655965642]",[-1.688597   -0.13365621 -1.61556973],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.005235986332431667, 0.006350443871587674, 0.054980000121842634]","[0.023758348547448273, 0.061607789167042376, -0.016627322858076936]",[-1.61473404 -0.16180434 -1.6314658 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.04342064348366055, -0.002423854289477446, 0.054980000121842634]","[0.06096168340295991, 0.06763870114981574, -0.0007458567611709974]",[-1.53452497 -0.09665634 -1.62089653],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.007862315816220265, 0.012286287521516823, 0.054778453339986294]","[0.028751537184534093, 0.05448122614468725, -0.020537720716446536]",[-1.64390214 -0.20963155 -1.65351612],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.003529379112435043, 0.019807795412332366, 0.054980000121842634]","[0.007868427756807617, 0.04919160717553424, -0.01946009698186396]",[-1.62640989 -0.07382208 -1.55192555],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.0436219702782408, -0.007831153211234877, 0.054980000121842634]","[0.06259046016258633, 0.06812664001990265, -0.04056265791260012]",[-1.71218748 -0.11712814 -1.51154813],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.006466852412101204, 0.024775305164811617, 0.054980000121842634]","[0.0031259981095088036, 0.04031484576385663, -0.0405065148224997]",[-1.76797002  0.04162069 -1.64258252],CylinderM,normal,TRUE,FALSE,TRUE,med
"[0.046497498924588654, 0.00048277502032661394, 0.054980000121842634]","[-0.04929305221448179, 0.06880801065240151, -0.009742597087872333]",[-1.52957167  0.02040477 -1.70593346],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.06649631268486213, -0.0013419134318807483, 0.054980000121842634]","[-0.03032514470585332, 0.07310758117478143, -0.05447223953693628]",[-1.79922945 -0.17274504 -1.66962039],CylinderM,normal,FALSE,TRUE,FALSE,med
"[-0.01844295162019182, -0.00376604167921083, 0.054980000121842634]","[0.007624951400041595, 0.07420779766794944, -0.01510047452372882]",[-1.60074489  0.06916851 -1.69312087],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0009845713726003048, 0.00692623904399016, 0.054980000121842634]","[0.016606029255561008, 0.06110768366803039, -0.022593647156474404]",[-1.64911936 -0.09093982 -1.65634152],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.007597987660859562, 0.010673750184434784, 0.054980000121842634]","[0.03246967386515904, 0.05461700932978806, -0.026165725844417904]",[-1.68997274 -0.12570172 -1.71210985],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.02186044515712105, 0.022567316992195864, 0.054980000121842634]","[-0.023476557982064696, 0.0449650645130943, -0.028393399668431844]",[-1.66454923  0.03280329 -1.70072405],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.025215505674254957, 0.007059876238251031, 0.054980000121842634]","[0.0022670203597180763, 0.06451077972682326, -0.013911610561794109]",[-1.59205602 -0.14600609 -1.7198791 ],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.0038919852369411513, 0.023391290287101473, 0.054980000121842634]","[0.004087468061980326, 0.044243547915886895, -0.029021241111401037]",[-1.6896268  -0.00585881 -1.5463463 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.027051224883495702, 0.011249811829936274, 0.054980000121842634]","[0.011456384937615978, 0.056501205314673945, -0.03825011170587766]",[-1.73880722 -0.22652865 -1.59270943],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.023020501301635306, 0.003363643436225583, 0.054980000121842634]","[-0.03134037210065825, 0.06424858125349946, -0.022229155303320015]",[-1.6065935   0.06599768 -1.73708219],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.0004649512591005865, 0.011292044406252776, 0.054980000121842634]","[0.02243045926366849, 0.056985672531934525, -0.013558264049440848]",[-1.62213434 -0.11007032 -1.84155377],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.043635132042217, -0.004410940989463642, 0.054980000121842634]","[-0.035884924135548495, 0.07617184872816493, -0.008503602962576781]",[-1.55204921 -0.04001874 -1.61357455],CylinderM,normal,FALSE,TRUE,FALSE,med
"[0.0186853892008272, -0.0063051781855124125, 0.054980000121842634]","[0.01479290580657476, 0.07658348124703687, -0.011623856903677142]",[-1.57170012 -0.18311865 -1.50257292],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.027983646139222232, 0.022797111977184238, 0.054980000121842634]","[-0.03169910778612549, 0.04654392690785891, 0.009673384374172186]",[-1.45478072  0.02686204 -1.51365179],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.061309892786638745, -0.0034590927911570986, 0.054980000121842634]","[-0.03494669612003794, 0.0790164879653582, -0.0240044534672144]",[-1.63381473 -0.13461393 -1.62839252],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.07752864205543444, -0.006035362737539284, 0.054980000121842634]","[0.07634095063222558, 0.0767202781840348, -0.006001657833719504]",[-1.64985939  0.02787413 -1.82602323],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.07605931316543234, -0.002933581300290788, 0.054980000121842634]","[-0.04761411042765716, 0.08128279462732432, -0.022407133947739452]",[-1.61715956 -0.14400695 -1.64354299],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.06069564327136125, -0.005251280334087113, 0.054980000121842634]","[0.07634515048634004, 0.06899131194579008, -0.015623783797359181]",[-1.61744767 -0.08174686 -1.61586792],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.005145019514926907, 0.01659333028631711, 0.054980000121842634]","[0.03319729184186514, 0.04662634721316641, -0.03468305786999046]",[-1.76107785 -0.12428213 -1.79265859],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.015973815103394694, -0.00802037590827248, 0.054829953235407805]","[0.05076174694226283, 0.07061027186820824, -0.022841303756851686]",[-1.66544891 -0.17384923 -1.68115079],CylinderM,normal,FALSE,FALSE,TRUE,med
"[-0.03365389321453453, -0.0021642299506221324, 0.054980000121842634]","[0.051728980400211164, 0.06558955348014511, -0.030288428398599014]",[-1.69270458 -0.09408197 -1.61401335],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.017394473549234013, 0.028580695311002793, 0.054980000121842634]","[-0.0010150647884858664, 0.040459692141627465, -0.026453744992666492]",[-1.67504512 -0.08718752 -1.69594906],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.011779011967537351, -0.003840063407245626, 0.054980000121842634]","[0.03008350680527603, 0.06634412396534775, -0.045190961432163015]",[-1.78977798 -0.18430028 -1.76311305],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.0102136245742846, 0.01292824594446925, 0.054980000121842634]","[0.028578647649080795, 0.05434343991927292, -0.017330902505264985]",[-1.64284343 -0.08821231 -1.76092709],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.06272795245657282, -0.0018490245516331726, 0.054980000121842634]","[-0.0449708107666367, 0.07348442068486186, -0.03772974545590416]",[-1.6784907  -0.06724608 -1.73430901],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.0037762437748833193, -0.0015379142278054547, 0.054980000121842634]","[0.03581127390350487, 0.06779075062033335, -0.013669395449572026]",[-1.59911994 -0.21539213 -1.62407125],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.0678462823515787, -0.005556844002944893, 0.054980000121842634]","[0.04906338013781486, 0.0797733002030304, -0.026868495347282487]",[-1.66856547  0.10542372 -1.60401271],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.06918656312722551, -0.0038677480956443586, 0.054980000121842634]","[-0.04309986965808367, 0.07815521297371103, -0.03798319063553423]",[-1.67462037 -0.10716893 -1.7555426 ],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.04565987517029114, -0.006081919649211145, 0.054871439841886284]","[-0.049263869747875444, 0.07540990741226186, 0.004288702687980747]",[-1.50128487  0.02007071 -1.53294306],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.04336504245632176, 0.01551778087481025, 0.054980000121842634]","[0.040509393878256986, 0.052134287898035314, -0.033391097742655196]",[-1.70688612  0.01388527 -1.55236869],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.012114236957222208, 0.013502818746511703, 0.054980000121842634]","[0.0019898148570677357, 0.050720446908294366, -0.04627765208290268]",[-1.78872282 -0.05231357 -1.69406201],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.03861982773899261, 0.002852826305734749, 0.054980000121842634]","[0.04430257271658608, 0.06219785635508172, -0.03696442826992852]",[-1.77441728  0.02227022 -1.7989504 ],CylinderM,normal,FALSE,TRUE,FALSE,med
"[0.052596315447340065, -0.00427587950042246, 0.054980000121842634]","[0.0006656961005615525, 0.07479424364382595, -0.05179954562116462]",[-1.79655906 -0.25375828 -1.70770441],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.007945013432858803, 0.02285329518429301, 0.054980000121842634]","[0.012813808138406949, 0.04555193679406114, -0.022498616645308646]",[-1.65059387 -0.02640649 -1.60415391],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.014911942149662724, 0.0013346858210745646, 0.054980000121842634]","[0.009597307983602789, 0.06932818097606804, 0.0012377778767945144]",[-1.50946344 -0.13695166 -1.64211092],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.021313130020399987, 0.018068579186562135, 0.054980000121842634]","[0.025385895100008347, 0.05164377195607092, -0.003385007115365289]",[-1.52034525 -0.02592829 -1.52583523],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.06164883036928769, 0.0035241688211633754, 0.054980000121842634]","[-0.038280262241532664, 0.07290602733512613, -0.011527374411583226]",[-1.56201248 -0.12594732 -1.63957111],CylinderM,normal,FALSE,TRUE,FALSE,med
"[-0.007607552017227719, 0.025955763012141957, 0.054980000121842634]","[0.017773804686198116, 0.042390308432092724, -0.0189040725050324]",[-1.62004587 -0.0725149  -1.52073104],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.033325784832217355, -0.004831486853128288, 0.054980000121842634]","[0.01641560412043921, 0.07373315235899655, -0.036803797766928104]",[-1.725906    0.12384702 -1.72131733],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.007114684249432287, -0.002781487544609796, 0.054980000121842634]","[0.007130964469696907, 0.07055947269536447, -0.030260427692848466]",[-1.68025083 -0.07733626 -1.57988368],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.05540860401416671, 0.005516407685903389, 0.054980000121842634]","[-0.037095600234135696, 0.06736509678255932, -0.02808474086891241]",[-1.68138895 -0.11155399 -1.52890502],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.018593470309525267, -0.00888024403339559, 0.054980000121842634]","[0.015058381485949417, 0.07932171618679745, -0.007782868933521876]",[-1.56638538  0.0243963  -1.69488163],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.013824056432057575, 0.02902195908380423, 0.054980000121842634]","[-0.009238799531639228, 0.03848039308353421, -0.031020432388400722]",[-1.71352781 -0.05221548 -1.47039133],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.010768558218004164, -0.009160544242372228, 0.054980000121842634]","[0.04228219231684672, 0.07279238840496986, -0.02837972331989201]",[-1.68304933 -0.15773042 -1.64768494],CylinderM,normal,FALSE,TRUE,TRUE,med
"[0.030467245931030434, 0.003002529421588262, 0.054980000121842634]","[-0.003585425688909471, 0.06946333523295371, -0.01204118320316526]",[-1.58104903 -0.15464579 -1.51093232],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.037193961972091516, -0.008769685588552624, 0.054980000121842634]","[-0.026533459026266356, 0.0808328020225012, 0.0021860069042650837]",[-1.5005656  -0.05644578 -1.59593355],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.011259920082093821, -0.00997143704987358, 0.054980000121842634]","[0.024540706239093928, 0.07733080429138402, -0.025088495238648652]",[-1.66342898 -0.05307337 -1.69557845],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.006763930241560228, 0.018545371972654347, 0.054980000121842634]","[0.017557090211210657, 0.04993520955065858, -0.018286645141314964]",[-1.61054832 -0.07598442 -1.49096149],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.04221579354578915, -0.0008656212321649195, 0.054980000121842634]","[0.05957373784336535, 0.06541206023494762, -0.016873098392397236]",[-1.67218443 -0.07144871 -1.77626389],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.02402443227146602, 0.002952883325287008, 0.054980000121842634]","[-0.0013701420813578835, 0.06449383306256495, -0.03976752695437693]",[-1.73787152 -0.1242567  -1.59713044],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.005154852877310735, 0.029060553762867838, 0.054980000121842634]","[0.02170705225356523, 0.038981617342776595, -0.01584761535408713]",[-1.62310259 -0.09706953 -1.68901592],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.021539895446074736, -0.006253396044062994, 0.054980000121842634]","[0.016179886696691792, 0.06939220792553076, -0.05309913401667258]",[-1.79450594 -0.23478519 -1.48321393],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.039138332315753546, -4.2829222908319e-05, 0.05478432146980162]","[-0.044997368708184285, 0.06519189925256927, -0.036646381640232054]",[-1.68741887  0.05444001 -1.68063429],CylinderM,normal,FALSE,TRUE,FALSE,med
"[-0.0218273170841133, 0.003922885187617537, 0.054980000121842634]","[0.026755046388100598, 0.06373201156404297, -0.02625860201697642]",[-1.68111549 -0.00571303 -1.71109382],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0029384906841539403, 0.0003305862047912107, 0.054980000121842634]","[0.023246690695730425, 0.06596931521475548, -0.02987809988976336]",[-1.68387805 -0.14234317 -1.60373642],CylinderM,normal,TRUE,TRUE,FALSE,med
"[-0.00506163429541082, -0.0047174937636724435, 0.054980000121842634]","[0.014300511696926626, 0.07075681170535686, -0.03711090714134955]",[-1.71129555 -0.0631642  -1.51067974],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.014523015598783263, 0.004159428460879182, 0.054980000121842634]","[0.02999050090967576, 0.06409774999695324, -0.005472136688082836]",[-1.55863533 -0.08460206 -1.66540807],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.007224755478271172, 0.0027498031434665675, 0.054980000121842634]","[0.04164066109153816, 0.059371649160167454, -0.03402507280648014]",[-1.73545789 -0.17149941 -1.70617048],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.04725222885374753, 0.0021477395361130854, 0.054980000121842634]","[0.010089307720774002, 0.07211088257774159, -0.02658210672037753]",[-1.67123544 -0.28230547 -1.8058198 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.06273555907741096, 0.00039854836554311073, 0.054980000121842634]","[-0.025907820192667283, 0.07251756804613038, -0.04813658075529314]",[-1.77252645 -0.18747475 -1.64121197],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.02945380335499721, -0.004753481845849967, 0.05496254294099046]","[-0.04855152318348885, 0.06661792580288473, -0.03948637711601516]",[-1.67385918  0.14334426 -1.76472434],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[0.004521674743933602, -0.006448076245842517, 0.054980000121842634]","[0.025945256209893457, 0.07388255518504887, -0.020148366051535575]",[-1.65152913 -0.13709737 -1.79546601],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.07109359892623365, -0.005955603364946651, 0.054980000121842634]","[0.07722683905232605, 0.07376019498177795, -0.003250953523413487]",[-1.55501776 -0.03156849 -1.62570974],CylinderM,normal,FALSE,FALSE,FALSE,hard
"[-0.01706345067494379, 0.021933221528722048, 0.054980000121842634]","[0.023038687185632668, 0.04712834755912395, -0.01283532191987461]",[-1.59490946 -0.03265617 -1.63234334],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.026877759389422846, 0.007368077843251037, 0.054980000121842634]","[0.05110885533000031, 0.056922474270958916, -0.012551628775122996]",[-1.60577698 -0.13611197 -1.64790113],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.0518470171290691, -0.00444158585134656, 0.054980000121842634]","[-0.010815774799641895, 0.08110384379226997, -0.013331469435344356]",[-1.5843465  -0.21516081 -1.60815645],CylinderM,normal,TRUE,TRUE,FALSE,med
"[0.026035639028366434, -0.000358362852802198, 0.054980000121842634]","[-0.016788205232292974, 0.07149361174776758, -0.009684782281923272]",[-1.56305119 -0.04907496 -1.60979882],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.03725661338313793, -0.0005228234373854338, 0.054980000121842634]","[0.029594051530246305, 0.06904745970023446, -0.03393111711931802]",[-1.72449784  0.07306668 -1.71923093],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[0.027048814209861362, 0.018859054540733486, 0.054980000121842634]","[-0.009107864297069973, 0.05314923704794957, -0.010295256662406105]",[-1.56727938 -0.10759313 -1.6180847 ],CylinderM,normal,TRUE,TRUE,TRUE,easy
"[-0.019283574124117867, -0.0024156978646838355, 0.054980000121842634]","[0.037382166104437245, 0.06981254847319493, -0.005093184154922797]",[-1.54727441 -0.09893704 -1.5985007 ],CylinderM,normal,TRUE,TRUE,FALSE,med
