-1.5732679992,2.8400912245,8.67825555615E-06,0.7499681488,-1.6631520113,4.4800686894,-1.4031637452,0,0,0
-1.639378857,2.9073577329,-0.0347062118,0.8725860151,-1.7019357041,4.4661352244,-1.360361147,0,0,0
-1.7054897149,2.9746242412,-0.0694211018,0.9952038815,-1.7407193969,4.4522017594,-1.3175585487,0,0,0
-1.7716005727,3.0418907495,-0.1041359919,1.1178217479,-1.7795030897,4.4382682943,-1.2747559505,0,0,0
-1.8377114306,3.1091572579,-0.1388508819,1.2404396142,-1.8182867825,4.4243348293,-1.2319533523,0,0,0
-1.9038222884,3.1764237662,-0.173565772,1.3630574806,-1.8570704754,4.4104013643,-1.1891507541,0,0,0
-1.9699331463,3.2436902746,-0.208280662,1.4856753469,-1.8958541682,4.3964678992,-1.1463481558,0,0,0
-2.0360440041,3.3109567829,-0.2429955521,1.6082932133,-1.934637861,4.3825344342,-1.1035455576,0,0,0
-2.102154862,3.3782232912,-0.2777104421,1.7309110796,-1.9734215538,4.3686009692,-1.0607429594,0,0,0
-2.1682657198,3.4454897996,-0.3124253322,1.853528946,-2.0122052466,4.3546675041,-1.0179403612,0,0,0
-2.2343765777,3.5127563079,-0.3471402222,1.9761468123,-2.0509889394,4.3407340391,-0.975137763,0,0,0
-2.3004874355,3.5800228162,-0.3818551123,2.0987646787,-2.0897726322,4.3268005741,-0.9323351647,0,0,0
-2.3665982934,3.6472893246,-0.4165700023,2.2213825451,-2.128556325,4.312867109,-0.8895325665,0,0,0
-2.4327091512,3.7145558329,-0.4512848924,2.3440004114,-2.1673400179,4.298933644,-0.8467299683,0,0,0
-2.4988200091,3.7818223412,-0.4859997824,2.4666182778,-2.2061237107,4.285000179,-0.8039273701,0,0,0
-2.5649308669,3.8490888496,-0.5207146725,2.5892361441,-2.2449074035,4.271066714,-0.7611247718,0,0,0
-2.6310417248,3.9163553579,-0.5554295625,2.7118540105,-2.2836910963,4.2571332489,-0.7183221736,0,0,0
-2.6971525826,3.9836218662,-0.5901444526,2.8344718768,-2.3224747891,4.2431997839,-0.6755195754,0,0,0
-2.7632634405,4.0508883746,-0.6248593426,2.9570897432,-2.3612584819,4.2292663189,-0.6327169772,0,0,0
-2.8293742983,4.1181548829,-0.6595742327,3.0797076095,-2.4000421747,4.2153328538,-0.5899143789,0,0,0
-2.8954851561,4.1854213912,-0.6942891227,3.2023254759,-2.4388258675,4.2013993888,-0.5471117807,0,0,0
